コーナー,通過順
1コーナー,"15(8,9)7(1,14)(11,10)6,12-4-3,13,25"
2コーナー,"15(8,9)7,14(1,10)11(6,12)-4-3-(2,13)5"
3コーナー,"(*15,8,9)4(7,14,10)(1,11,12)6,13,3,25"
4コーナー,"(*15,8)(9,4)(7,14,10)(1,11,12)6-13,3,25"
