馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ナランフレグ,牡7,丸田,美浦・宗像,差し,147.1,16,4,,35.1,490(-2),中京,70,中9週,Y,,2,ゴールドアリュール,ブライアンズタイム,
2,1,メイケイエール,牝5,池添,栗東・武英,先行,37.0,12,12,,36.6,480(-6),中京,70,中9週,Y,,2,ミッキーアイル,ハービンジャー,
3,2,ジャックドール,牡5,武豊,栗東・藤岡,,8.0,5,1,,35.3,508(-4),阪神,63,中8週,Y,,2,モーリス,Unbridled's Song,
4,2,セリフォス,牡4,レーン,栗東・中内田,差し,5.8,3,5,,,,メイダン,71,中9週,,,2,ダイワメジャー,Le Havre,
5,3,ソダシ,牝5,川田,栗東・須貝,先行,5.5,2,2,,33.6,486(-2),東京,21,中2週,Y,,3,クロフネ,キングカメハメハ,
6,3,ダノンスコーピオン,牡4,Ｍデム,栗東・安田隆,差し,67.1,14,11,,33.5,466(+2),東京,22,中2週,Y,,2,ロードカナロア,Sligo Bay,
7,4,ガイアフォース,牡4,西村淳,栗東・杉山晴,先行,19.0,8,2,,33.2,492(+6),京都,42,中5週,Y,,3,キタサンブラック,クロフネ,
8,4,ドルチェモア,牡3,坂井,栗東・須貝,先行,166.9,17,12,,35.9,474(-2),東京,28,中3週,Y,,3,ルーラーシップ,ディープインパクト,
9,5,シャンパンカラー,牡3,内田博,美浦・田中剛,差し,35.5,11,1,,34.4,504(+4),東京,28,中3週,Y,,3,ドゥラメンテ,Reckless Abandon,
10,5,ソウルラッシュ B,牡5,松山,栗東・池江,差し,10.8,6,3,,33.5,502(-10),京都,42,中5週,Y,,3,ルーラーシップ,マンハッタンカフェ,
11,6,イルーシヴパンサー,牡5,岩田望,美浦・久保田,差し,11.7,7,8,,35.4,480(-4),中山,98,中13週,Y,,3,ハーツクライ,キングカメハメハ,
12,6,ナミュール,牝4,横山武,栗東・高野,差し,29.9,9,7,,33.5,448(-4),東京,21,中2週,Y,,3,ハービンジャー,ダイワメジャー,
13,7,レッドモンレーヴ,牡4,横山和,美浦・蛯名正,差し,31.9,10,1,,32.6,506(+2),東京,22,中2週,Y,,3,ロードカナロア,ディープインパクト,
14,7,シュネルマイスター,牡5,ルメー,美浦・手塚,差し,4.2,1,1,,32.9,490(0),京都,42,中5週,Y,,2,Kingman,Soldier Hollow,
15,7,マテンロウオリオン,牡4,横山典,栗東・昆,追込,145.9,15,5,,33.7,488(-4),京都,42,中5週,Y,,3,ダイワメジャー,キングカメハメハ,
16,8,カフェファラオ,牡6,浜中,美浦・堀,先行,226.1,18,12,,,,メイダン,71,中9週,,,0,American Pharoah,More Than Ready,
17,8,ウインカーネリアン,牡6,三浦,美浦・鹿戸,先行,54.8,13,6,,,,メイダン,71,中9週,,,2,スクリーンヒーロー,マイネルラヴ,
18,8,ソングライン,牝5,戸崎圭,美浦・林,差し,7.4,4,1,,33.2,480(-8),東京,21,中2週,Y,,2,キズナ,シンボリクリスエス,
