馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マーブルロック,牡3,,栗東・西園正,差し,164.7,11,11,3歳以上1勝クラス,39.3,504(0),京都,14,中1週,Y,,3,シニスターミニスター,キングカメハメハ,
2,2,ディープマインド,牡3,古川吉,栗東・本田,先行,54.8,9,14,,38.3,534(+14),阪神,76,中10週,Y,,3,マインドユアビスケッツ,アグネスタキオン,
3,3,マイネルダンク,セ5,,美浦・青木,差し,87.1,10,12,,13.4,452(0),東京,29,中3週,Y,,3,ゴールドシップ,スターオブコジーン,
4,4,スリリングチェイス,牡3,ムルザ,栗東・渡辺,先行,3.1,1,2,3歳以上1勝クラス,34.4,502(-2),東京,36,中4週,Y,,3,サトノアラジン,Ghostzapper,
5,5,タガノフリューゲル,牡3,松若,栗東・鮫島,差し,11.0,5,6,,34.8,496(+2),阪神,76,中10週,Y,,3,ハービンジャー,ウォーエンブレム,
6,6,プラニスフェリオ,牡3,ルメー,栗東・牧浦,,3.3,3,2,,37.0,492(0),福島,22,中2週,Y,,3,ドゥラメンテ,Galileo,
7,6,マイネルカンパーナ,牡3,坂井,美浦・青木,先行,19.3,6,5,3歳以上1勝クラス,36.9,406(+4),福島,15,中1週,Y,,3,ゴールドシップ,Linamix,
8,7,フロムナウオン,牡3,モレイ,美浦・手塚,先行,3.3,2,3,3歳以上1勝クラス,38.6,546(+8),東京,15,中1週,Y,,3,モーリス,キングカメハメハ,
9,7,セントアイヴス,牡3,松山,美浦・中舘,差し,45.3,7,4,,35.7,492(-6),新潟,36,中4週,Y,,3,サトノアラジン,マクフィ,
10,8,フォーグッド B,セ4,横山武,美浦・国枝,先行,8.5,4,9,3歳以上1勝クラス,35.8,510(+6),東京,49,中6週,Y,,3,ディープインパクト,Congrats,
11,8,ノートルプロメス,牡4,浜中,栗東・四位,差し,49.0,8,11,,36.8,502(+2),札幌,127,中17週,Y,,3,ヴィクトワールピサ,アドマイヤムーン,
