券種,組み合わせ,配当,人気
単勝,9,610,2
複勝,9,210,1
複勝,13,1380,16
複勝,15,550,9
枠連,5-7,1560,6
馬連,9-13,24460,89
ワイド,9-13,7150,89
ワイド,9-15,2460,29
ワイド,13-15,15320,123
馬単,9-13,42090,158
3連複,9-13-15,171800,474
3連単,9-13-15,947740,663
