着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,アドマイヤテラ,牡4,56.0,武豊,2:39.8,,1,2.4,34.9,栗東友道,494(+12)
2,5,5,ニシノレヴナント,セ5,55.0,池添,2:39.9,1/2,4,9.0,34.9,美浦上原博,488(-12)
3,4,4,ブレイヴロッカー,牡5,55.0,太宰,2:40.0,1/2,8,38.5,34.8,栗東本田,464(+2)
4,2,2,シルブロン,牡7,57.0,モレイ,2:40.2,1.1/4,6,15.0,35.1,美浦稲垣,490(-26)
5,6,6,シーズンリッチ,牡5,55.0,北村友,2:40.4,1.1/4,10,64.9,35.8,美浦久保田,492(-10)
6,3,3,ヴェローチェエラ,牡4,56.0,川田,2:40.8,2.1/2,2,2.7,35.4,栗東須貝,494(-6)
7,7,9,マイネルメモリー,牡5,55.0,和田竜,2:40.8,クビ,3,8.6,35.2,栗東宮,466(-6)
8,8,10,ダンディズム,セ9,57.0,岩田望,2:41.2,2.1/2,5,14.6,36.0,栗東野中,476(+2)
9,8,11,フォワードアゲン,セ8,53.0,西塚,2:41.5,1.1/2,11,215.5,36.0,美浦加藤和,434(-8)
10,6,7,フライライクバード,セ8,57.0,坂井,2:43.0,9,7,18.3,38.3,栗東福永,456(-2)
11,7,8,サスツルギ,牡5,55.0,幸英明,2:46.3,大,9,52.9,40.9,美浦木村,484(-6)
