コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*14,13)(8,5,10)(9,16)(1,4)6(3,2)12(7,11,15)"
4コーナー,"(*14,13)10(8,5)(9,16)(1,4)6(3,2)12(7,11,15)"
