コーナー,通過順
1コーナー,"16,11-4,7,2,13(1,8)15,3(9,14)5,12,6,10=17"
2コーナー,"16,11-4,7,2,13(1,8)-(3,15)14,9,5-12,6,10=17"
3コーナー,"16,11,4-7,2,13(1,8,14)12(3,15,9)(5,6)-10-17"
4コーナー,"(*16,11)4-(2,7,13,8)(1,3,14)(12,5,15,9)(6,10)-17"
