馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,マーゴットサンズ,牝3,古川奈,美浦・伊坂,差し,14.4,5,1,3歳以上1勝クラス,37.0,480(+6),札幌,14,中1週,Y,,3,ミスチヴィアスアレックス,ゴールドアリュール,,
2,2,テイエムゴッホ,牡3,舟山,栗東・浜田,,11.8,3,1,3歳以上1勝クラス,37.2,528(+4),函館,43,中5週,Y,,3,ヴァンゴッホ,Bellamy Road,,
3,3,プライベートアイズ,牡4,斎藤,栗東・小栗,先行,12.2,4,3,,38.2,496(+6),函館,21,中2週,Y,,3,マジェスティックウォリアー,ネオユニヴァース,,B
4,3,テルアスワッド,セ4,吉田隼,栗東・須貝,先行,112.1,10,12,,39.9,470(-6),函館,21,中2週,Y,,3,ブリックスアンドモルタル,キングカメハメハ,,B
5,4,フォーワンセルフ,牡7,河原田,美浦・小手川,追込,241.1,13,10,,38.7,516(-10),函館,21,中2週,Y,,3,パイロ,アドマイヤマックス,,B
6,4,ストラーダ,牝3,横山琉,栗東・安田,先行,46.0,9,14,,44.2,484(+6),函館,36,中4週,Y,,3,ルヴァンスレーヴ,キングカメハメハ,,
7,5,マーウォルス,牡4,北村友,栗東・茶木,差し,41.1,7,5,,37.9,474(+6),函館,21,中2週,Y,,3,アドマイヤマーズ,ロックオブジブラルタル,,
8,5,ベラジオワールド,牡4,横山和,美浦・伊藤大,差し,3.7,2,3,,35.6,500(+6),札幌,15,中1週,Y,,3,Exceedance,Lonhro,,
9,6,レディゴディヴァ,牝4,川又,栗東・小崎,先行,153.2,12,11,4歳以上2勝クラス,36.5,432(0),東京,92,中12週,Y,,3,ルヴァンスレーヴ,キングカメハメハ,,
10,6,リメンバーヒム,牡4,小沢,栗東・浜田,差し,43.5,8,4,,36.3,452(+4),札幌,15,中1週,Y,,3,コパノリッキー,リアルインパクト,,
11,7,ウインハルモニア,牝4,長浜,美浦・柄崎,逃げ,151.7,11,10,,39.7,482(-6),福島,22,中2週,Y,,1,サンダースノー,スズカマンボ,,
12,7,チザルピーノ,セ5,浜中,美浦・堀,,27.4,6,15,,40.5,466(+4),新潟,379,中53週,Y,Y,3,ドレフォン,ディープインパクト,,B
13,8,タガノエルー,牡3,古川吉,栗東・宮,先行,1.6,1,2,,36.7,462(-2),函館,21,中2週,Y,,3,モズアスコット,フレンチデピュティ,,
14,8,ネクストダンサー,牝4,,美浦・伊藤圭,先行,252.5,14,6,,38.4,496(0),函館,42,中5週,Y,,3,ドレフォン,サウスヴィグラス,,B
