券種,組み合わせ,配当,人気
単勝,3,920,5
複勝,3,230,2
複勝,10,270,5
複勝,6,230,4
枠連,3-6,2230,9
馬連,3-10,4140,13
ワイド,3-10,1350,14
ワイド,3-6,960,7
ワイド,6-10,950,9
馬単,3-10,9300,28
3連複,3-6-10,8370,22
3連単,3-10-6,54310,146
