着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,12,ハリウッドメモリー,牝4,56.0,横山和,1:09.3,,1,1.9,34.9,栗東長谷川,470(+4)
2,1,2,セイプリーズ,牝4,56.0,古川吉,1:09.4,1/2,7,15.6,34.6,栗東宮,422(+2)
3,7,14,ストレイトアスク,牝5,56.0,北村友,1:09.4,ハナ,2,9.3,35.2,栗東藤原,430(-8)
4,3,5,スムースベルベット,牝6,56.0,黛,1:09.4,クビ,6,14.9,35.4,美浦手塚徳,532(+26)
5,7,13,ベビーズブレス,牝4,56.0,荻野琢,1:09.5,クビ,12,41.2,35.7,栗東千田,428(-2)
6,2,4,ブルボンクイーン,牝5,56.0,松本,1:09.6,1/2,10,30.9,35.0,栗東角田,488(+2)
7,4,8,グランテレーズ,牝5,56.0,舟山,1:09.7,1/2,4,11.3,35.7,栗東渡辺,470(+10)
8,5,10,メイショウミリオレ,牝5,56.0,池添,1:09.7,クビ,8,17.0,34.7,栗東藤岡健,486(0)
9,6,11,コックオーヴァン,牝3,54.0,長浜,1:10.0,1.1/2,5,11.5,34.5,美浦伊藤伸,464(+8)
10,8,15,ミニョンマルーン,牝4,56.0,石川倭,1:10.0,ハナ,3,11.2,36.1,美浦伊藤圭,480(-8)
11,3,6,ブライティアダイヤ,牝5,56.0,横山琉,1:10.0,ハナ,15,118.6,35.1,美浦稲垣,472(+4)
12,2,3,ムチャスグラシアス,牝5,56.0,佐々木,1:10.2,1.1/4,14,54.7,35.7,美浦菊川,440(0)
13,8,16,エルサトアナ,牝4,56.0,菱田,1:10.3,1,13,54.6,35.5,栗東本田,444(+6)
14,4,7,モズトキキ,牝5,56.0,菊沢,1:10.5,1.1/4,9,18.4,36.2,栗東平田,556(+18)
15,5,9,ベニシア,牝5,56.0,原田和,1:12.2,10,16,206.6,35.8,美浦粕谷,458(+4)
16,1,1,ガットネロ,牝6,56.0,小沢,1:12.7,3,11,35.9,38.9,栗東東田,498(+6)
