コーナー,通過順
1コーナー,"(*3,12)(2,11)(4,9,10)(5,13)(1,7,8)-14,6"
2コーナー,"(*3,12)11(2,10)(4,13)(5,9)(1,8)7,14,6"
3コーナー,"(*3,12)11(2,10)(4,13)(5,9,8)1(6,7)14"
4コーナー,"(*3,12)11(2,10)(5,4,13)(9,8)(6,1,7)14"
