馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,デコピン,牡2,富田,美浦・村田,先行,4.4,2,3,2歳新馬,35.0,466(-10),函館,15,中1週,Y,,1,タワーオブロンドン,ストーミングホーム,,
2,2,カルミネイション,牝2,菱田,栗東・緒方,,22.1,6,5,2歳未勝利,34.7,432(-4),函館,8,連闘,Y,,2,ビッグアーサー,クロフネ,,
3,3,クールマーロウ,牡2,丹内,美浦・矢野,,84.2,8,10,2歳新馬,37.3,428(0),函館,8,連闘,Y,,1,フィエールマン,ケイムホーム,,
4,4,スリーピース,牡2,佐々木,美浦・武井,先行,6.8,4,3,2歳新馬,35.5,458(-2),函館,28,中3週,Y,,1,ミッキーアイル,スニッツェル,,
5,5,アルピナセブン,牝2,亀田,栗東・北出,差し,235.0,10,8,2歳新馬,37.9,450(-6),函館,15,中1週,Y,,1,ミスターメロディ,ダンスインザダーク,,
6,6,オンザブルースカイ,牡2,小林勝,栗東・谷,先行,5.0,3,2,2歳未勝利,34.5,450(-4),函館,8,連闘,Y,,2,ミスターメロディ,クロフネ,,
7,7,グランカメリア,牡2,池添,栗東・吉田,先行,8.0,5,3,2歳新馬,35.4,474(-6),函館,35,中4週,Y,,1,イスラボニータ,フォーティナイナーズサン,,
8,7,ウインラテアート,牝2,長浜,美浦・宗像,先行,40.5,7,9,2歳新馬,38.6,468(+6),函館,15,中1週,Y,,1,ジョーカプチーノ,キングヘイロー,,
9,8,ドゥアムール,牝2,武豊,栗東・中竹,先行,2.1,1,2,2歳未勝利,34.6,462(+4),函館,15,中1週,Y,,2,ロードカナロア,サクラバクシンオー,,
10,8,シンゼンマルノスケ,牡2,高杉,栗東・荒川,追込,112.8,9,4,2歳未勝利,35.9,470(+8),函館,14,中1週,Y,,2,ハービンジャー,キングカメハメハ,,
