馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,キリシマギンガ,牡2,城戸,美浦・的場,,157.8,14,,,,450(0),,,,,,,デクラレーションオブウォー,キングカメハメハ,,
2,2,ナントカナルニャ,牡2,川須,栗東・笹田,,7.8,3,,,,462(0),,,,,,,ケイムホーム,スキャターザゴールド,,
3,3,ヒカルノキミ,牡2,松若,栗東・牧田,,52.1,9,,,,458(0),,,,,,,トランセンド,ゼンノロブロイ,,
4,3,カシノクンプウ,牡2,秋山稔,栗東・北出,,68.8,10,,,,440(0),,,,,,,ノーブルミッション,キングヘイロー,,
5,4,エイシンアヤメ,牝2,小沢,栗東・今野,,25.1,6,,,,464(0),,,,,,,エーシントップ,オレハマッテルゼ,,
6,4,カシノシンボル,牡2,,栗東・谷,,50.6,8,,,,424(0),,,,,,,エーシントップ,Zensational,,
7,5,ナンシヨウト,牝2,河原田,栗東・岡田,,6.9,2,,,,430(0),,,,,,,アレスバローズ,アルデバランII,,
8,5,エイヨーアメジスト,牝2,田口,栗東・牧田,,1.4,1,,,,442(0),,,,,,,アレスバローズ,タートルボウル,,
9,6,アウダース,牡2,永島,美浦・加藤士,,11.8,4,,,,480(0),,,,,,,ディスクリートキャット,アドマイヤムーン,,
10,6,サバイバルナイン,牝2,松本,美浦・和田雄,,115.1,13,,,,496(0),,,,,,,アレスバローズ,クロフネ,,
11,7,ジューシーオレンジ,牝2,吉村,美浦・根本,,44.2,7,,,,412(0),,,,,,,ゴールスキー,ハービンジャー,,
12,7,ランインザウインド,牡2,鷲頭,美浦・堀内,,16.6,5,,,,482(0),,,,,,,カレンブラックヒル,スマートファルコン,,
13,8,ザボドフスキー,牡2,角田和,栗東・藤沢,,82.0,11,,,,424(0),,,,,,,マインドユアビスケッツ,アグネスタキオン,,
14,8,カシノシンマナ,牝2,酒井,美浦・天間,,96.5,12,,,,448(0),,,,,,,ケープブランコ,フジキセキ,,
