馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ゲインサポート,セ5,中村,栗東・秋山,先行,185.9,9,7,,13.6,454(-4),小倉,49,中6週,Y,,3,デクラレーションオブウォー,アグネスタキオン,,B
2,2,エコロデュエル,牡7,草野,美浦・岩戸,先行,1.5,1,1,,14.0,480(0),中山,77,中10週,Y,,3,キタサンブラック,Giant's Causeway,,
3,3,ヘザルフェン,牡5,森一,栗東・昆,先行,16.1,4,4,,13.5,514(+2),中山,68,中9週,Y,,3,Golden Horn,Halling,,
4,4,レッドファーロ,牡7,,栗東・松永幹,逃げ,55.7,5,7,,13.7,524(-2),小倉,28,中3週,Y,,3,ハーツクライ,Orpen,,B
5,5,ポリトナリティー,牝5,五十嵐,美浦・和田雄,差し,232.3,10,11,,13.9,418(-14),小倉,49,中6週,Y,,3,エイシンヒカリ,バチアー,,
6,6,メイショウアツイタ,牡8,難波,栗東・高橋忠,差し,83.3,6,7,,14.2,506(-4),中山,77,中10週,Y,,3,フェノーメノ,Deputy Minister,,
7,7,ゴールドブリーズ,牡8,石神深,美浦・深山,先行,98.1,7,11,,14.0,510(-2),中山,98,中13週,Y,,3,トゥザワールド,スターリングローズ,,
8,7,マイネルメサイア,牡7,上野,美浦・水野,先行,99.1,8,9,,13.5,482(-8),小倉,42,中5週,Y,,3,ゴールドシップ,ロージズインメイ,,
9,8,ディナースタ,牡7,高田,栗東・辻野,差し,5.6,3,2,,13.5,480(-10),中山,68,中9週,Y,,3,ドゥラメンテ,Unbridled's Song,,
10,8,ネビーイーム,牡8,小牧加,栗東・中竹,,3.1,2,2,,14.0,544(+14),中山,77,中10週,Y,,3,キズナ,シングスピール,,B
