馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,チンプンカンプン,牡3,柴田大,美浦・奥平,先行,108.4,9,10,3歳1勝クラス,38.2,466(-2),東京,71,中9週,Y,,3,ホークビル,ビービーガルダン,,
2,2,ロンパイア,牡3,シュタ,美浦・尾関,差し,23.8,8,1,3歳未勝利,38.2,474(0),中山,84,中11週,Y,,3,レッドファルクス,キンシャサノキセキ,,
3,3,シマサンブラック,牡3,菅原明,美浦・蛯名正,差し,15.6,5,12,,35.7,464(-18),東京,70,中9週,Y,,3,キタサンブラック,ハービンジャー,,
4,4,ランニングホット,牝3,土田,美浦・田村,先行,184.0,10,1,アクアマリ,39.9,398(+1),川崎,39,中5週,,,2,パイロ,Dawn Approach,,
5,5,リバースザトレンド,牝3,横山和,美浦・中舘,,2.5,1,1,3歳未勝利,38.2,428(0),中山,92,中12週,Y,,3,ブリックスアンドモルタル,ディープブリランテ,,
6,6,ニューファウンド,セ3,石川,美浦・相沢,先行,5.6,3,4,3歳1勝クラス,38.5,510(-2),中山,29,中3週,Y,,3,ニューイヤーズデイ,ステイゴールド,,B
7,7,コスモコンフェルマ,牡3,長浜,美浦・鈴木慎,先行,22.4,7,11,,39.4,470(+4),中山,15,中1週,Y,,2,ホッコータルマエ,ジャングルポケット,,B
8,7,シャイニーシップ,牡3,吉田豊,美浦・畠山,差し,2.6,2,3,3歳1勝クラス,37.9,482(-4),中山,29,中3週,Y,,3,ルーラーシップ,ディープインパクト,,
9,8,キョウエイタイコ,牝3,,美浦・勢司,差し,17.7,6,12,,36.2,470(+4),中山,22,中2週,Y,,3,モーニン,ヴィクトワールピサ,,
10,8,フジレイメイ,牡3,松岡,美浦・小笠,差し,13.5,4,1,3歳未勝利,38.2,482(-2),中山,21,中2週,Y,,3,サンダースノー,アフリート,,
