コーナー,通過順
1コーナー,"8,4,11-(7,12)5,13,9,3-(6,2)-(1,10)"
2コーナー,"(*8,4)-11-(7,12)13,5-9,3,2,6-10,1"
3コーナー,"8,4=(7,11,12)(5,9,13,2)3,10,6,1"
4コーナー,"8-(7,11,12)(4,9)(5,3,2)10,6-1,13"
