馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ピーターサイト,セ6,上野,美浦・村田,,8.5,2,2,,13.3,476(-6),中山,84,中11週,Y,,3,ワンアンドオンリー,ブライアンズタイム,,
2,2,スズカハービン,牡6,難波,栗東・高橋忠,差し,11.6,3,5,,13.4,476(-2),中山,84,中11週,Y,,3,ハービンジャー,サンデーサイレンス,,
3,3,ゲインサポート,セ5,中村,栗東・秋山,差し,167.1,10,6,,13.4,446(-8),新潟,21,中2週,Y,,3,デクラレーションオブウォー,アグネスタキオン,,B
4,4,ローディアマント,セ6,,美浦・尾関,先行,19.8,5,13,,14.6,490(+2),小倉,119,中16週,Y,,3,サトノダイヤモンド,New Approach,,
5,5,ジーティーオウジャ,セ5,水沼,美浦・石栗,差し,114.2,9,6,,13.3,518(+14),新潟,35,中4週,Y,,3,ルーラーシップ,シンボリクリスエス,,
6,6,ブラックボイス,牡7,坂口,美浦・浅利,先行,53.7,8,4,,13.6,520(+4),阪神,77,中10週,Y,,3,ブラックタイド,Giant's Causeway,,
7,7,マオノアラシ,牡6,小坂,美浦・加藤士,差し,29.2,7,1,障害4歳以上未勝利,13.6,496(+2),中山,62,中8週,Y,,3,ゴールドアクター,ヴァーミリアン,,
8,7,コレクテイニア,牡6,草野,美浦・戸田,差し,23.0,6,2,,13.2,470(0),新潟,35,中4週,Y,,3,Collected,Kitten's Joy,,
9,8,ジューンベロシティ,牡8,高田,栗東・武英,先行,1.2,1,2,,13.6,482(+8),小倉,119,中16週,Y,,3,ロードカナロア,シンボリクリスエス,,
10,8,メイショウソムリエ,セ5,大江圭,美浦・蛯名正,先行,12.7,4,1,,13.7,516(+22),中山,63,中8週,Y,,3,サトノダイヤモンド,Storm Cat,,
