券種,組み合わせ,配当,人気
単勝,9,1110,6
複勝,9,340,6
複勝,7,630,9
複勝,13,260,4
枠連,4-5,2270,9
馬連,7-9,13330,43
ワイド,7-9,3060,37
ワイド,9-13,1620,17
ワイド,7-13,2820,33
馬単,9-7,22710,76
3連複,7-9-13,29930,100
3連単,9-7-13,197240,619
