コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"1(2,11)(4,5,9)-6-(3,10)12(8,7,13)-14"
4コーナー,"(*1,2)11(4,5,9)6,12(3,10)(8,7,13)-14"
