券種,組み合わせ,配当,人気
単勝,6,530,3
複勝,6,160,4
複勝,2,110,1
複勝,1,150,3
枠連,2-5,630,3
馬連,2-6,620,3
ワイド,2-6,240,1
ワイド,1-6,410,6
ワイド,1-2,270,3
馬単,6-2,1440,5
3連複,1-2-6,820,1
3連単,6-2-1,5360,12
