コーナー,通過順
1コーナー,"4,6,5,9(3,10)(2,8)(1,7)"
2コーナー,"4,6,5,9(3,10)2,8,1,7"
3コーナー,"(*4,6)10,9(5,3,8,7)2,1"
4コーナー,"(*4,6)(9,10)(3,8,7)(5,2)1"
