馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アイオブザストーム,牝4,長浜,栗東・岡田,先行,48.1,12,8,,35.2,468(-2),中京,14,中1週,Y,,3,サトノアラジン,Frankel,
2,1,エムズマインド,牡4,河原田,栗東・荒川,差し,4.0,1,5,3歳以上2勝クラス,37.0,522(+4),京都,20,中2週,Y,,3,マインドユアビスケッツ,フジキセキ,
3,2,アイファースキャン,牡4,望月洵,美浦・根本,差し,99.0,15,11,,35.8,488(0),中京,13,中1週,Y,,3,アイファーソング,スズカマンボ,
4,2,ランスオブサターン,牝4,佐藤,栗東・本田,差し,7.4,5,5,3歳以上2勝クラス,38.0,452(+4),京都,28,中3週,Y,,3,キタサンブラック,エンパイアメーカー,
5,3,パンデアスカル B,牡4,鷹見陸,栗東・小椋,差し,19.8,7,6,3歳以上2勝クラス,36.7,504(-6),東京,56,中7週,Y,,3,モーリス,ステイゴールド,
6,3,ロードオルデン,牡5,田口,栗東・辻野,差し,6.2,3,10,3歳以上2勝クラス,36.1,486(-2),京都,13,中1週,Y,,3,リオンディーズ,ファルブラヴ,
7,4,タイキエクセロン,牡5,及川烈,栗東・西園翔,差し,40.2,11,7,,35.8,508(+4),中京,13,中1週,Y,,3,アメリカンペイトリオット,コマンズ,
8,4,ワイワイレジェンド B,牡3,室陽一,栗東・矢作,,4.4,2,11,3歳以上2勝クラス,38.9,478(-12),東京,41,中5週,Y,,3,ダノンレジェンド,フォティテン,
9,5,マコトゴコタイ,牡6,谷内貫,栗東・鮫島,差し,22.4,8,7,3歳以上2勝クラス,37.4,514(+6),京都,20,中2週,Y,,3,リオンディーズ,チーフベアハート,
10,5,ノーブルマルシェ B,牝4,石田,美浦・久保田,先行,131.8,16,15,,39.9,470(+4),中京,14,中1週,Y,,3,ルーラーシップ,シンボリクリスエス,
11,6,ユイノイチゲキ,牡4,加藤翔,美浦・深山,逃げ,6.2,4,10,,35.4,512(+8),東京,196,中27週,Y,Y,3,ディスクリートキャット,ゴールドアリュール,
12,6,ファイヴレター,牡7,古川奈,美浦・佐藤吉,追込,61.1,13,13,,40.3,474(+4),京都,21,中2週,Y,,3,タイムパラドックス,ネオユニヴァース,
13,7,メイショウホオズキ B,牝6,橋木,美浦・高柳瑞,先行,25.4,9,9,3歳以上2勝クラス,39.0,476(+2),中山,84,中11週,Y,,2,キンシャサノキセキ,メイショウドトウ,
14,7,リンクスルーファス,牝5,土方颯,美浦・手塚,追込,14.4,6,12,3歳以上2勝クラス,35.9,508(0),中京,76,中10週,Y,,3,ヘニーヒューズ,Running Stag,
15,8,クリノクリスタル,牝4,長江慶,栗東・大橋,差し,75.7,14,8,,37.6,466(0),中京,91,中12週,Y,,3,ブラックタイド,クロフネ,
16,8,トウカイファクター,セ5,土田,美浦・菊川,先行,36.7,10,13,3歳以上2勝クラス,37.0,466(-6),東京,28,中3週,Y,,3,ザファクター,タイキシャトル,
