券種,組み合わせ,配当,人気
単勝,9,320,2
複勝,9,140,1
複勝,14,140,2
複勝,8,510,10
枠連,5-8,350,1
馬連,9-14,540,1
ワイド,9-14,270,1
ワイド,8-9,1620,22
ワイド,8-14,1450,20
馬単,9-14,1220,2
3連複,8-9-14,4960,16
3連単,9-14-8,20350,46
