馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ロゼフレア,牝3,岩田望,栗東・中村,差し,20.9,7,6,3歳以上2勝クラス,34.2,452(+6),東京,77,中10週,Y,,3,Intello,Invincible Spirit,
2,1,メイショウカイト,牝6,団野,栗東・荒川,差し,16.7,6,2,3歳以上2勝クラス,33.7,466(-2),京都,21,中2週,Y,,3,ラブリーデイ,スペシャルウィーク,
3,2,レッドバレンティア,牡4,丹内,美浦・矢嶋,差し,59.1,13,6,3歳以上2勝クラス,33.6,460(+4),京都,21,中2週,Y,,3,リオンディーズ,ディープインパクト,
4,2,ショウナンラウール,牝3,田口,栗東・高橋忠,先行,23.7,9,4,3歳以上1勝クラス,35.4,430(+12),京都,49,中6週,Y,,3,ショウナンバッハ,クロフネ,
5,3,アサギリ,牝3,永島,美浦・尾形,差し,68.7,14,6,3歳以上2勝クラス,34.0,460(-4),中山,22,中2週,Y,,3,マクフィ,ハーツクライ,
6,3,スカプラリオ B,牝4,酒井,栗東・佐々木,差し,171.3,16,12,3歳以上2勝クラス,33.9,468(+6),京都,57,中7週,Y,,3,ルーラーシップ,ゼンノロブロイ,
7,4,ダズリングブレイヴ,セ4,亀田,栗東・斉藤崇,差し,4.3,2,1,3歳以上1勝クラス,34.9,490(+6),中京,22,中2週,Y,,3,Saxon Warrior,Style Vendome,
8,4,ケイアイオメガ,牡5,古川吉,栗東・梅田,差し,74.4,15,12,,34.4,468(+10),中京,97,中13週,Y,,3,ビッグアーサー,トワイニング,
9,5,システムリブート,牡4,,栗東・吉岡,,33.3,10,8,3歳以上2勝クラス,34.9,522(+10),京都,21,中2週,Y,,3,キタサンブラック,Dubawi,
10,5,ヤマニンアルリフラ,牡3,Ｍデム,栗東・斉藤崇,先行,6.9,4,3,3歳以上1勝クラス,36.6,482(+4),新潟,71,中9週,Y,,3,イスラボニータ,スウェプトオーヴァーボード,
11,6,エイムフォーエース,牡3,高杉,美浦・武井,差し,21.7,8,7,3歳以上2勝クラス,34.3,444(0),東京,29,中3週,Y,,2,サトノアラジン,ジャングルポケット,
12,6,テラステラ,牡4,菱田,栗東・矢作,差し,3.9,1,3,3歳以上2勝クラス,33.7,480(-2),京都,21,中2週,Y,,3,モーリス,スペシャルウィーク,
13,7,ヴィアドロローサ B,牡5,斎藤,栗東・高橋一,追込,217.8,17,14,3歳以上2勝クラス,37.8,448(-4),京都,14,中1週,Y,,3,ロードカナロア,ディープインパクト,
14,7,マテンロウボンド,牡5,藤岡佑,栗東・野中,差し,35.5,11,13,,34.2,504(+6),阪神,267,中37週,Y,Y,3,キズナ,キングカメハメハ,
15,8,ファビュラススター,牡3,西村淳,美浦・萩原,差し,5.6,3,7,3歳以上2勝クラス,34.0,506(-2),東京,69,中9週,Y,,3,エピファネイア,グラスワンダー,
16,8,クイックバイオ,牝3,佐々木,栗東・須貝,差し,8.4,5,4,3歳以上2勝クラス,33.7,490(-4),京都,21,中2週,Y,,3,ブリックスアンドモルタル,ゼンノロブロイ,
17,8,ルヴァンノワール,牝6,荻野極,栗東・庄野,差し,53.2,12,5,3歳以上2勝クラス,33.6,464(-2),京都,21,中2週,Y,,3,ブラックタイド,オペラハウス,
