コーナー,通過順
1コーナー,
2コーナー,"(1,*3)(4,10)(2,6,11)(5,8,12)7-9"
3コーナー,"3,1(2,4)(5,6,10)(8,11)(7,12)9"
4コーナー,"3,1-(2,4)10(5,6,11)8-(7,12)9"
