コーナー,通過順
1コーナー,"1-10,8(4,5,11)(2,6)(7,9)-3"
2コーナー,"1,10(4,8)(5,11)(2,6)(7,9)-3"
3コーナー,"1(10,8,11)(4,5)(2,6)(7,9,3)"
4コーナー,"1,10(8,11)-5,6(2,3)4(7,9)"
