馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タイセイスラッガー,牡7,,美浦・古賀,先行,28.9,9,6,,13.4,560(0),福島,147,中20週,Y,,3,タイセイレジェンド,マンハッタンカフェ,,B
2,2,テンメジャーガール,牝6,小野寺,栗東・高柳大,差し,16.4,7,1,障害4歳以上未勝利,13.7,504(+2),中山,34,中4週,Y,,3,ダイワメジャー,クロフネ,,
3,3,タンジェントアーク,セ7,五十嵐,美浦・田村,差し,12.7,6,9,,13.7,440(-6),中山,96,中13週,Y,,3,エイシンフラッシュ,ステイゴールド,,
4,3,ルレーヴドゥリリ,牝8,坂口,美浦・田中剛,差し,47.9,11,14,,14.0,516(-10),中山,21,中2週,Y,,3,ルーラーシップ,スペシャルウィーク,,
5,4,コンテナワールド,牡4,井上,栗東・中竹,,12.0,5,12,4歳以上1勝クラス,35.9,478(-2),小倉,49,中6週,Y,,3,エピファネイア,アグネスタキオン,,
6,4,タイキフロリゼル,牡7,黒岩,栗東・谷,差し,32.2,10,3,,13.4,478(0),福島,273,中38週,Y,Y,3,リオンディーズ,クロフネ,,
7,5,ミヤジシャルマン,牡5,高田,栗東・宮地,差し,2.3,1,1,障害4歳以上未勝利,13.7,510(-8),小倉,41,中5週,Y,,3,エピファネイア,ディープインパクト,,
8,5,フォージドブリック,牡4,大江圭,美浦・西田,逃げ,6.4,3,1,障害4歳以上未勝利,13.6,548(+4),中山,89,中12週,Y,,3,ブリックスアンドモルタル,クロフネ,,
9,6,シャンドゥレール,セ5,上野,美浦・国枝,差し,6.4,2,6,,13.6,500(+6),小倉,42,中5週,Y,,3,エピファネイア,Quality Road,,
10,6,エターナリー,牡8,石神深,美浦・池上,先行,18.9,8,7,,13.8,470(+2),京都,119,中16週,Y,,3,ゴールドアリュール,Tamayuz,,
11,7,エンデュミオン,牡8,鷲頭,栗東・清水久,逃げ,8.2,4,7,,13.6,468(-2),小倉,42,中5週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
12,7,ピンポイントドロー,牡5,土田,美浦・田中勝,逃げ,54.0,12,10,,13.8,506(+6),小倉,49,中6週,Y,,3,レッドファルクス,オルフェーヴル,,
13,8,ヤマタケアオイバラ,牡5,難波,美浦・萱野,先行,166.3,14,11,,13.7,458(0),中山,21,中2週,Y,,3,ジャスタウェイ,アルカセット,,
14,8,ティートラップ,牡8,草野,美浦・伊藤伸,逃げ,141.5,13,,,0.0,484(+14),京都,301,中42週,Y,Y,3,シニスターミニスター,スズカマンボ,,
