着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,クイーンズウォーク,牝3,55.0,川田,1:59.9,,2,4.9,33.5,栗東中内田,522(0)
2,3,4,チェレスタ,牝3,55.0,西村淳,2:00.1,1.1/2,7,26.8,34.3,栗東松下,486(-2)
3,6,10,セキトバイースト,牝3,55.0,藤岡佑,2:00.1,アタマ,11,51.6,35.8,栗東四位,452(+14)
4,3,5,タガノエルピーダ,牝3,55.0,幸,2:00.2,1/2,4,12.3,34.2,栗東斉藤崇,452(+12)
5,8,15,レガレイラ,牝3,55.0,ルメー,2:00.3,クビ,1,1.7,33.1,美浦木村,468(+10)
6,4,6,レディーヴァリュー,牝3,55.0,永島,2:00.3,1/2,9,45.3,34.6,栗東小林,442(0)
7,5,9,ラヴァンダ,牝3,55.0,岩田望,2:00.5,3/4,8,29.2,34.4,栗東中村,476(+10)
8,1,1,カニキュル,牝3,55.0,戸崎圭,2:00.7,1.1/2,5,17.7,34.1,美浦菊沢,494(-4)
9,2,3,オーロラエックス,牝3,55.0,松山,2:00.8,1,3,8.1,34.1,栗東杉山晴,488(+4)
10,4,7,サンセットビュー,牝3,55.0,鮫島駿,2:00.9,1/2,14,108.0,34.0,栗東新谷,458(+6)
11,8,14,サフィラ,牝3,55.0,北村友,2:01.0,クビ,12,67.0,34.0,栗東池添,454(+6)
12,7,13,ハワイアンティアレ,牝3,55.0,池添,2:01.3,1.1/2,13,80.9,34.2,栗東松永幹,434(+6)
13,6,11,フレミングフープ,牝3,55.0,Mデム,2:01.7,2.1/2,6,20.8,35.1,栗東友道,482(+2)
14,7,12,ザブライド,牝3,55.0,和田竜,2:01.9,1.1/2,15,111.3,35.1,栗東西村,474(+8)
15,5,8,ラビットアイ,牝3,55.0,横山典,2:03.6,10,10,50.5,37.2,栗東鈴木孝,488(+14)
