馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,セブンメデュラス,牡3,ルメー,美浦・木村,先行,2.5,2,4,3歳新馬,35.4,512(+6),中京,104,中14週,Y,,1,ドレフォン,モーリス,,
2,2,アースノイド,牡3,柴田裕,栗東・杉山佳,,10.9,3,6,3歳未勝利,39.1,454(-8),阪神,21,中2週,Y,,3,オーヴァルエース,スパイキュール,,B
3,2,ユウオウマイシン,牡3,菅原明,美浦・松永康,差し,21.1,5,8,3歳未勝利,36.4,468(+6),東京,13,中1週,Y,,3,ニシケンモノノフ,タイムパラドックス,,
4,3,アルボロート,牡3,長岡,美浦・和田勇,,292.3,13,,,,484(0),,,,,,,ロジャーバローズ,ルーラーシップ,,
5,3,キャバリエクエスト,牡3,大野,美浦・大和田,差し,270.0,12,7,3歳未勝利,37.2,466(-2),東京,13,中1週,Y,,3,ストロングリターン,マーベラスサンデー,,
6,4,サバイバルダッシュ,牡3,柴田大,美浦・和田雄,,376.0,15,,,,476(0),,,,,,,クリエイターII,ジャングルポケット,,B
7,4,ジョードリウム,牡3,北村宏,栗東・清水久,差し,54.4,6,4,名古屋CC,40.2,508(+2),名古屋,16,中1週,,,1,ホッコータルマエ,キングヘイロー,,
8,5,ダイタエリュシオン,牡3,杉原,美浦・土田,差し,165.9,11,8,2歳未勝利,41.0,472(+8),中山,224,中31週,Y,Y,2,ホッコータルマエ,ブライアンズタイム,,
9,5,ゴールドプレミアム,牡3,,栗東・大橋,先行,123.6,10,7,3歳未勝利,37.9,442(-2),福島,14,中1週,Y,,3,ゴールドドリーム,ブライアンズタイム,,
10,6,ハッスルアニキ,牡3,内田博,美浦・鈴木慎,差し,67.3,7,9,3歳未勝利,41.1,474(0),中山,21,中2週,Y,,2,ミッキーロケット,アドマイヤベガ,,B
11,6,ヘリオトロープ,牡3,レーン,美浦・萩原,差し,1.7,1,4,3歳未勝利,39.1,482(-2),中山,63,中8週,Y,,1,ヘニーヒューズ,ゴールドアリュール,,
12,7,クルーンチャン,牡3,岩部,美浦・萱野,差し,122.4,9,9,3歳未勝利,40.6,446(-8),中山,55,中7週,Y,,2,エピカリス,ヴァーミリアン,,
13,7,エイシンパルサー,牡3,江田照,美浦・田中剛,逃げ,13.1,4,4,3歳未勝利,40.1,502(0),中山,21,中2週,Y,,3,エイシンヒカリ,キングズベスト,,
14,8,アンダーザブリッジ,セ3,鮫島駿,美浦・尾関,差し,118.7,8,4,フェブラリ,40.7,440(-18),川崎,95,中13週,,,1,カリフォルニアクローム,ダイワメジャー,,
15,8,ゴールドジェネラル,牡3,木幡巧,美浦・中川,差し,338.5,14,17,3歳未勝利,35.4,454(+6),東京,14,中1週,Y,,2,ゴールドアクター,キングカメハメハ,,
