馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,フォーディアライフ,牡3,鮫島駿,栗東・武幸,逃げ,85.3,10,8,,39.0,526(-2),小倉,14,中1週,Y,,2,ドレフォン,ハーツクライ,,
2,2,ストレングス,牡3,松山,栗東・寺島,差し,2.1,1,1,3歳未勝利,37.0,470(+8),京都,42,中5週,Y,,2,シニスターミニスター,ゴールドアリュール,,
3,3,ルルディルッカ,牝3,鷲頭,美浦・菊川,差し,488.7,14,10,3歳1勝クラス,38.3,438(-4),東京,22,中2週,Y,,3,デクラレーションオブウォー,エンパイアメーカー,,
4,3,ロードフォアエース,牡3,坂井,栗東・友道,,5.1,2,7,3歳1勝クラス,39.3,532(0),京都,21,中2週,Y,,3,ロードカナロア,War Front,,
5,4,ブライトアゲイン,牝3,団野,栗東・森秀,先行,55.3,8,12,,36.1,468(0),東京,29,中3週,Y,,2,Practical Joke,Elusive Quality,,
6,4,ポンピエ,牡3,橋木,栗東・西園正,先行,70.7,9,7,3歳1勝クラス,37.2,448(0),東京,22,中2週,Y,,3,レッドファルクス,シンボリクリスエス,,
7,5,クリノスピネル,牝3,和田竜,栗東・川村,先行,411.2,13,1,加納宿特別,37.6,448(0),笠松,18,中2週,,,2,イスラボニータ,ゴールドアリュール,,
8,5,ニホンピロカラット,牡3,田口,栗東・大橋,先行,10.9,5,1,2歳未勝利,38.0,500(+4),阪神,91,中12週,Y,,3,サトノダイヤモンド,スニッツェル,,
9,6,ファストレーン,牡3,今村,栗東・野中,先行,11.9,6,1,3歳新馬,38.3,480(0),京都,43,中5週,Y,,1,リアルスティール,Awesome Again,,
10,6,タイセイレスポンス,牡3,西村淳,栗東・安田,先行,5.5,3,15,,36.6,490(+10),京都,62,中8週,Y,,3,ミッキーアイル,Congrats,,B
11,7,ベルウェザー,牡3,武豊,栗東・茶木,差し,6.8,4,1,3歳未勝利,38.2,484(-4),京都,29,中3週,Y,,3,ニューイヤーズデイ,ディープインパクト,,
12,7,リンゴ,牡3,菱田,栗東・梅田,差し,86.7,11,6,3歳1勝クラス,37.5,520(0),東京,22,中2週,Y,,2,パイロ,ダイワメジャー,,
13,8,モズパシュート,牡3,亀田,栗東・田中克,先行,45.5,7,5,3歳1勝クラス,38.7,512(+4),京都,28,中3週,Y,,3,グランプリボス,Raven's Pass,,
14,8,ディーノサンライズ,牝3,永島,栗東・高橋康,差し,167.9,12,6,3歳1勝クラス,39.3,446(-4),阪神,7,連闘,Y,,3,シルバーステート,Lemon Drop Kid,,
