着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,オーサムリザルト,牝3,53.0,戸崎圭,2:09.3,,1,2.3,36.8,栗東池江,494(-4)
2,3,6,メイプルリッジ,牡4,57.0,松山,2:09.7,2.1/2,3,6.0,36.5,美浦堀,472(+4)
3,6,12,グリューヴルム,牡4,56.0,モレイ,2:09.7,ハナ,4,9.3,37.0,栗東大久保,492(-4)
4,8,16,ホウオウバリスタ,牡4,57.0,ルメー,2:10.0,1.3/4,2,3.0,37.4,美浦稲垣,510(-4)
5,1,1,ヴァーンフリート,牡4,56.0,マーカ,2:10.2,1.1/4,8,38.6,37.1,美浦手塚,530(+10)
6,2,3,アイブランコ,牡6,54.0,西村淳,2:10.2,クビ,11,73.4,36.4,美浦中野,530(+8)
7,7,14,ダノンブレット,牡5,56.0,横山和,2:10.2,クビ,5,15.4,35.5,美浦菊沢,516(-10)
8,5,9,スペシャルドラマ,牡5,55.0,菅原明,2:10.6,2,14,266.2,37.8,美浦宮田,524(+8)
9,3,5,レプンカムイ,牡5,55.0,三浦,2:10.7,1/2,9,55.9,37.1,栗東橋口,480(-2)
10,4,7,ランスオブアース,牝5,53.0,江田照,2:11.2,3,12,136.7,38.3,栗東本田,496(-6)
11,6,11,ホウオウフウジン,牡4,55.0,北村友,2:11.2,クビ,6,21.1,38.8,栗東矢作,520(-4)
12,2,4,ダノンドリーマー,牡5,54.0,北村宏,2:11.7,3,13,226.6,37.9,栗東藤原,488(+4)
13,1,2,コパノリッチマン,牡6,54.0,鮫島駿,2:12.2,3,15,321.9,38.2,栗東村山,508(-4)
14,4,8,メンアットワーク,牡4,57.0,田辺,2:12.4,3/4,7,37.5,39.0,美浦斎藤誠,468(+6)
15,8,15,ロジティナ,牡8,52.0,野中,2:12.6,1.1/4,16,423.4,39.8,美浦新開,550(+8)
16,5,10,アルムブラーヴ,牡4,56.0,津村,2:19.6,大,10,65.3,46.4,栗東川村,480(-8)
