券種,組み合わせ,配当,人気
単勝,5,250,1
複勝,5,120,1
複勝,6,290,4
複勝,3,340,7
枠連,3-3,1460,6
馬連,5-6,1510,6
ワイド,5-6,660,5
ワイド,3-5,660,6
ワイド,3-6,1930,21
馬単,5-6,2860,8
3連複,3-5-6,5180,17
3連単,5-6-3,25000,65
