馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アーニャワクワク,牝5,国分恭,栗東・谷,差し,191.1,14,10,4歳以上1勝クラス,34.1,418(0),京都,14,中1週,Y,,2,サトノクラウン,マンハッタンカフェ,,
2,1,サラサラヘアー,牝4,高倉,栗東・前川,差し,226.0,16,12,4歳以上1勝クラス,43.5,454(-4),新潟,15,中1週,Y,,2,ゴールデンマンデラ,バトルプラン,,B
3,2,ハルオーブ,牡6,酒井,美浦・武井,差し,45.6,10,6,4歳以上1勝クラス,34.2,480(+2),東京,14,中1週,Y,,3,ディーマジェスティ,ファルブラヴ,,
4,2,ウォーターエアリー,牝4,松若,栗東・高柳大,差し,7.2,5,11,4歳以上1勝クラス,33.3,412(+4),京都,29,中3週,Y,,3,サートゥルナーリア,マンハッタンカフェ,,
5,3,バダジェフスカ,牝4,池添,栗東・柴田,差し,95.1,12,12,4歳以上1勝クラス,38.2,478(-2),京都,15,中1週,Y,,1,デクラレーションオブウォー,ブラックタイド,,
6,3,メラヴィリオーザ,牝6,藤懸,栗東・秋山,追込,177.3,13,9,4歳以上1勝クラス,36.7,478(-2),京都,8,連闘,Y,,3,ディーマジェスティ,トウカイテイオー,,
7,4,ブルーレース,牝4,田山,栗東・宮本,,6.2,4,3,4歳以上1勝クラス,33.9,478(-2),京都,14,中1週,Y,,3,モズアスコット,フジキセキ,,
8,4,ワールドキッス,牡4,鮫島良,栗東・河嶋,差し,300.6,18,12,,37.0,454(0),新潟,15,中1週,Y,,3,ワールドエース,Gone West,,
9,5,モンタルチーノ,牡4,吉村,栗東・庄野,先行,5.3,1,4,4歳以上1勝クラス,34.3,526(0),京都,29,中3週,Y,,3,ビッグアーサー,ノヴェリスト,,
10,5,メイショウサチダケ,牡5,田口,栗東・鈴木孝,先行,9.0,6,5,4歳以上1勝クラス,34.3,492(-2),京都,29,中3週,Y,,3,アドミラブル,アイルハヴアナザー,,
11,6,サリュエ,牡5,団野,栗東・野中,差し,5.5,2,10,4歳以上1勝クラス,34.2,494(-2),京都,29,中3週,Y,,3,ファインニードル,Cape Cross,,B
12,6,ペールノエル,セ4,北村友,栗東・西村,差し,6.2,3,6,4歳以上1勝クラス,34.0,442(-6),京都,22,中2週,Y,,3,モーリス,ディープインパクト,,
13,7,ハッピーサプライズ,牡5,長浜,美浦・佐藤吉,差し,239.7,17,8,4歳以上1勝クラス,34.0,472(-4),京都,14,中1週,Y,,3,レッドファルクス,クロフネ,,
14,7,エイトスターズ,牝6,Ｍデム,栗東・坂口,差し,90.9,11,9,4歳以上1勝クラス,35.2,490(0),京都,28,中3週,Y,,3,ジャスタウェイ,Exceed And Excel,,B
15,7,マリブオレンジ,牝4,,栗東・福永,先行,9.8,7,8,4歳以上1勝クラス,35.2,468(+18),京都,113,中15週,Y,,3,Vekoma,Malibu Moon,,B
16,8,ノボリリア,牝4,太宰,栗東・石橋,差し,11.8,8,2,4歳以上1勝クラス,34.3,450(+8),新潟,14,中1週,Y,,3,カリフォルニアクローム,ディープインパクト,,
17,8,ラブアイミー,牝4,角田和,栗東・森田,差し,225.8,15,12,4歳以上1勝クラス,34.7,418(+4),新潟,14,中1週,Y,,3,サンダースノー,ショウナンカンプ,,
18,8,レモンバーム,牝4,国分優,美浦・嘉藤,先行,17.6,9,7,4歳以上1勝クラス,37.4,448(-4),福島,29,中3週,Y,,3,ジョーカプチーノ,ダンスインザダーク,,B
