券種,組み合わせ,配当,人気
単勝,3,320,1
複勝,3,160,1
複勝,2,1960,15
複勝,7,220,4
枠連,1-2,2460,13
馬連,2-3,24930,51
ワイド,2-3,6980,57
ワイド,3-7,450,3
ワイド,2-7,9400,65
馬単,3-2,37350,82
3連複,2-3-7,35950,101
3連単,3-2-7,211800,540
