着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,テーオードレフォン,牡5,58.0,丸山,1:44.6,,1,4.1,36.6,栗東梅田,492(-4)
2,8,15,サンライズアリオン,牡5,57.0,荻野極,1:45.2,3.1/2,5,10.5,37.2,栗東平田,522(-2)
3,3,4,ミラクルティアラ,牝4,55.0,西塚,1:45.4,3/4,7,15.2,37.8,栗東野中,442(-2)
4,6,11,サトノルフィアン,牡5,58.0,永島,1:45.4,クビ,8,16.5,37.7,栗東高橋康,516(+2)
5,2,3,スマートサニー,牡4,57.0,泉谷,1:45.8,2.1/2,12,43.2,38.3,栗東石橋,456(-6)
6,1,1,ブルーサン,牡3,55.0,亀田,1:46.0,1.1/4,9,16.7,37.7,栗東宮地,502(-8)
7,7,12,ナチュラルハイ,牡4,58.0,Hドイ,1:46.0,クビ,2,5.0,37.4,美浦黒岩,478(+12)
8,5,9,デンコウリジエール,牡7,59.0,丹内,1:46.2,1,11,30.4,37.6,栗東荒川,484(+6)
9,7,13,ケイアイロベージ,セ6,58.0,小崎,1:46.2,アタマ,10,17.7,38.0,栗東野中,504(0)
10,4,7,ニシノカシミヤ,牝4,55.0,武藤,1:46.8,3.1/2,14,57.4,38.3,美浦伊藤圭,488(0)
11,6,10,サンデーファンデー,牡4,57.0,斎藤,1:47.0,1.1/4,3,6.5,38.7,栗東音無,520(+14)
12,5,8,ダンツキャッスル,牡8,58.0,菊沢,1:47.4,2.1/2,13,47.5,38.6,栗東谷,494(+2)
13,3,5,サンテックス,牡4,57.0,鮫島駿,1:48.2,5,4,6.8,40.5,栗東浜田,534(+4)
14,4,6,クラヴィコード,牝3,53.0,小沢,1:48.6,2.1/2,6,13.6,40.3,栗東中村,480(-7)
15,8,14,クレスコジョケツ,牝5,55.0,国分恭,1:48.9,2,15,102.9,40.8,栗東木原,490(+6)
