馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,プラチナドリーム,牡6,黒岩,栗東・平田,先行,104.8,13,11,,13.8,480(+4),中山,37,中4週,Y,,3,ホッコータルマエ,シンボリクリスエス,,
2,2,ヤマタケアオイバラ,牡5,草野,美浦・萱野,先行,82.1,11,1,障害3歳以上未勝利,13.7,466(+6),中山,29,中3週,Y,,3,ジャスタウェイ,アルカセット,,
3,3,サンマルグレイト,牡5,大江圭,美浦・佐藤吉,先行,88.0,12,9,,13.7,462(+8),中山,37,中4週,Y,,3,グレーターロンドン,ハービンジャー,,
4,3,タンジェントアーク,セ7,五十嵐,美浦・田村,先行,14.8,6,4,,13.7,446(+10),中山,37,中4週,Y,,3,エイシンフラッシュ,ステイゴールド,,
5,4,シャンドゥレール,セ5,金子,美浦・国枝,差し,43.4,9,7,,13.2,498(+4),新潟,72,中9週,Y,,3,エピファネイア,Quality Road,,
6,4,フェーレンベルク,牡5,上野,美浦・千葉,先行,11.6,5,4,,13.4,494(+14),福島,51,中6週,Y,,3,エイシンフラッシュ,マツリダゴッホ,,
7,5,エンデュミオン,牡8,小野寺,栗東・清水久,逃げ,9.1,4,3,,13.7,460(-4),京都,23,中2週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
8,5,テイエムナイスラン,牡6,土田,美浦・石栗,,70.9,10,6,,13.7,542(0),中山,37,中4週,Y,,3,ジャスタウェイ,シンボリクリスエス,,
9,6,メイショウアツイタ,牡7,難波,栗東・高橋忠,差し,135.2,14,7,,13.9,508(+4),京都,58,中7週,Y,,3,フェノーメノ,Deputy Minister,,
10,6,トーアモルペウス,セ5,石神深,美浦・辻,先行,23.8,7,1,障害3歳以上未勝利,13.4,490(+2),福島,64,中8週,Y,,3,タリスマニック,クロフネ,,B
11,7,インディゴブラック,セ6,小坂,栗東・奥村豊,逃げ,5.4,2,1,,13.6,524(0),京都,23,中2週,Y,,3,キタサンブラック,Bernardini,,
12,7,オオキニ,牡6,森一,栗東・鈴木孝,先行,2.0,1,3,,13.6,462(+10),京都,58,中7週,Y,,3,アドマイヤムーン,トウカイテイオー,,
13,8,レッドバロッサ,セ6,小牧加,栗東・音無,差し,6.2,3,4,,13.6,516(0),京都,58,中7週,Y,,3,ドレフォン,ディープインパクト,,
14,8,ルレーヴドゥリリ,牝8,江田勇,美浦・田中剛,差し,35.1,8,1,障害3歳以上未勝利,13.5,528(-2),中山,22,中2週,Y,,3,ルーラーシップ,スペシャルウィーク,,
