コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"5,6(7,8)(10,11)3(12,1)(13,14)(4,9)-2"
4コーナー,"5,6(7,8)(10,11)(3,12,1)(13,14)(4,9)2"
