着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,11,クロシェットノエル,牝5,56.0,武藤,1:57.4,,6,18.9,34.6,美浦戸田,450(-2)
2,1,1,アリスメティーク,牝4,56.0,荻野極,1:57.5,クビ,3,7.3,34.5,美浦大竹,444(0)
3,5,7,コスモイシュタル,牝4,56.0,松岡,1:57.7,1.1/4,4,7.9,35.0,美浦深山,440(-12)
4,6,10,ホウオウシンデレラ,牝5,56.0,丸田,1:57.7,ハナ,5,17.2,34.6,美浦奥村武,472(0)
5,6,9,エバーグルーヴ,牝4,56.0,高杉,1:57.7,クビ,8,24.6,34.3,栗東藤岡健,418(0)
6,8,14,レイピカケ,牝5,56.0,団野,1:57.7,ハナ,12,241.4,34.7,栗東野中,468(+2)
7,3,3,ラビットアイ,牝5,56.0,田口,1:57.8,クビ,7,19.3,35.0,栗東鈴木孝,488(-4)
8,3,4,レッセパッセ,牝5,56.0,菊沢,1:57.8,クビ,11,103.6,34.4,美浦柄崎,394(+4)
9,8,13,オルノア,牝6,56.0,小崎,1:58.0,1,9,73.4,35.7,栗東新谷,504(+4)
10,7,12,ノビリシマビジョン,牝4,56.0,津村,1:58.2,1.1/4,2,4.9,35.7,美浦青木,496(-4)
11,4,6,ボウウィンドウ,牝4,56.0,戸崎圭,1:58.4,1.1/2,1,1.8,35.8,美浦武井,472(-2)
12,5,8,オデット,牝4,56.0,石橋脩,1:58.8,2.1/2,13,310.9,36.4,栗東緒方,446(-2)
13,4,5,エーデル,牝5,56.0,Mデム,1:59.0,1,10,90.6,35.4,美浦金成,472(-4)
除外,2,2,ウインルピナス,牝6,56.0,三浦,,,,,,美浦鈴木伸,446(-4)
