馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブリヨンカズマ,牡5,五十嵐,美浦・高橋文,先行,19.1,7,,,0.0,514(0),中山,56,中7週,Y,,3,クロフネ,ルーラーシップ,,
2,2,シャイニーズラン,牡7,大江原,栗東・森田,差し,177.1,14,11,,13.9,470(-8),阪神,42,中5週,Y,,3,キンシャサノキセキ,Kingmambo,,
3,3,ブレッシングレイン,セ7,小野寺,美浦・木村,先行,16.7,6,3,,13.2,502(+4),中京,203,中28週,Y,Y,3,ディープインパクト,Unbridled's Song,,
4,3,フォッサマグナ,セ8,,美浦・黒岩,,3.2,2,,,0.0,482(0),新潟,182,中25週,Y,Y,3,War Front,Lahib,,
5,4,サイード,セ5,小牧加,栗東・角田,,15.4,5,6,,13.5,498(+2),中山,56,中7週,Y,,3,キズナ,ボストンハーバー,,
6,4,サクセッション,セ7,蓑島,美浦・国枝,差し,4.5,3,1,,12.8,524(-2),新潟,182,中25週,Y,Y,3,キングカメハメハ,ディクタット,,
7,5,テイエムタツマキ,牡6,田村,栗東・武英,追込,119.6,12,9,,13.7,494(0),中山,19,中2週,Y,,3,キズナ,クロフネ,,B
8,5,グレートバローズ,牡7,高田,栗東・辻野,先行,3.0,1,1,,13.4,490(+6),福島,70,中9週,Y,,3,ディープインパクト,キングカメハメハ,,
9,6,タイキフロリゼル,牡6,黒岩,栗東・谷,差し,53.0,9,9,,13.6,478(-2),阪神,49,中6週,Y,,3,リオンディーズ,クロフネ,,
10,6,エクスパートラン,牡9,小坂,栗東・小崎,追込,154.4,13,11,,13.7,474(0),中山,19,中2週,Y,,3,ステイゴールド,ワイルドラッシュ,,
11,7,イベリア,牡9,草野,栗東・藤沢,差し,86.4,10,12,,13.9,520(-10),阪神,42,中5週,Y,,3,ディープインパクト,Fusaichi Pegasus,,
12,7,ビップランバン,牡6,中村,栗東・清水久,差し,38.6,8,1,障害4歳以上未勝利,13.4,480(-2),中山,20,中2週,Y,,3,エイシンフラッシュ,サンデーサイレンス,,
13,8,ジャディード,牡9,石神,美浦・小島,先行,107.2,11,7,,13.6,466(+8),福島,70,中9週,Y,,3,シンボリクリスエス,フジキセキ,,
14,8,ケイティクレバー,牡9,上野,美浦・清水英,先行,7.3,4,4,,13.5,464(+2),阪神,49,中6週,Y,,3,ハービンジャー,ディープインパクト,,
