コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*5,10)(2,13)4,8(3,7,11)-9-(1,6)=12"
4コーナー,"(*5,10)(2,13)(4,8)(3,7,11)9,1,6=12"
