馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ムーム,牝3,川又,栗東・杉山佳,先行,6.4,4,8,3歳1勝クラス,38.6,454(+2),京都,35,中4週,Y,,3,キンシャサノキセキ,シンボリクリスエス,,B
2,2,ジェニファー,牝3,角田河,栗東・浜田,先行,22.6,7,1,3歳未勝利,38.4,458(+20),阪神,90,中12週,Y,,3,アニマルキングダム,スペシャルウィーク,,
3,3,パルプフィクション,牝3,北村友,栗東・飯田,逃げ,5.8,3,5,,35.7,446(+16),小倉,126,中17週,Y,,3,ミッキーアイル,ステイゴールド,,
4,4,サザンレイク,牝4,長浜,美浦・根本,,4.5,2,3,4歳以上1勝クラス,38.0,490(0),新潟,35,中4週,Y,,3,ヘニーヒューズ,サウスヴィグラス,,
5,5,バクレツマホウ,牝4,川端,美浦・本間,先行,202.9,11,13,4歳以上1勝クラス,39.6,434(-4),新潟,27,中3週,Y,,3,ニシケンモノノフ,スターリングローズ,,B
6,6,フクノルッカ,牝6,小林凌,美浦・堀内,差し,52.4,10,5,4歳以上1勝クラス,36.8,456(-6),新潟,20,中2週,Y,,3,マクフィ,ヨハネスブルグ,,
7,6,サイモンオリーブ,牝4,高杉,栗東・梅田,差し,39.8,9,8,4歳以上1勝クラス,37.4,462(-4),京都,111,中15週,Y,,3,ダイワメジャー,Distorted Humor,,
8,7,リリージェーン,牝4,丹内,美浦・小手川,先行,16.4,6,8,4歳以上1勝クラス,35.4,416(-4),新潟,20,中2週,Y,,3,ヘニーヒューズ,ネオユニヴァース,,B
9,7,フーコサンライズ,牝3,松本,栗東・新谷,先行,2.3,1,1,3歳未勝利,35.6,502(+6),小倉,133,中18週,Y,,3,ビッグアーサー,エンパイアメーカー,,
10,8,ルクスパラディ,牝3,小林美,美浦・上原佑,差し,10.5,5,8,,33.9,404(0),新潟,28,中3週,Y,,3,オルフェーヴル,ロードカナロア,,
11,8,フリントロック,牝4,小林勝,美浦・菊沢,先行,28.0,8,7,4歳以上1勝クラス,37.4,430(-2),中山,63,中8週,Y,,3,ブラックタイド,ブラックホーク,,
