券種,組み合わせ,配当,人気
単勝,1,860,5
複勝,1,230,4
複勝,8,150,2
複勝,6,640,7
枠連,1-7,1320,7
馬連,1-8,1350,7
ワイド,1-8,510,7
ワイド,1-6,3070,24
ワイド,6-8,1780,18
馬単,1-8,3530,17
3連複,1-6-8,11310,33
3連単,1-8-6,52000,148
