コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"11-15-9,12,2-(3,5)14(4,7)(10,16)(1,6,8)-13"
4コーナー,"11-15-9-12,2(3,5)(4,7,14)(10,16)(1,6,8)13"
