馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アイキャンドウイッ,牡6,西塚,栗東・池江,先行,29.1,12,7,4歳以上2勝クラス,35.5,468(-10),京都,20,中2週,Y,,3,ディープインパクト,Shamardal,
2,1,サロニコス,牝4,鮫島駿,栗東・松下,先行,13.1,6,7,,35.7,450(+6),中山,70,中9週,Y,,3,ロードカナロア,ディープインパクト,
3,2,ウインアクトゥール,牡4,,美浦・栗田,差し,20.4,9,2,,36.3,442(+2),小倉,22,中2週,Y,,3,ゴールドアクター,チチカステナンゴ,
4,2,ピンクジン,牝5,小林脩,美浦・南田,差し,43.8,14,7,,35.7,442(-4),小倉,15,中1週,Y,,3,ダノンバラード,キャプテンスティーヴ,
5,3,アウフヘーベン,牝5,斎藤,栗東・高橋亮,差し,15.3,7,5,4歳以上2勝クラス,34.7,446(-16),京都,20,中2週,Y,,3,サトノダイヤモンド,キングカメハメハ,
6,3,マイネルトルファン,牡6,柴田大,美浦・粕谷,先行,41.2,13,5,4歳以上2勝クラス,35.7,508(-10),東京,28,中3週,Y,,3,オルフェーヴル,ロージズインメイ,
7,4,マイネルブリックス,牡4,丹内,美浦・黒岩,差し,3.3,1,3,4歳以上2勝クラス,34.5,462(-4),中山,42,中5週,Y,,3,ブリックスアンドモルタル,アグネスタキオン,
8,4,マイネルバーテクス,牡4,丸山,美浦・水野,差し,15.8,8,1,4歳以上1勝クラス,35.2,516(+2),小倉,14,中1週,Y,,3,エピファネイア,ステイゴールド,
9,5,タイラーテソーロ B,牡6,吉田隼,美浦・栗田,差し,50.3,15,4,,35.7,462(-4),小倉,8,連闘,Y,,3,ゴールドシップ,Street Cry,
10,5,テーオーダグラス,牡4,佐々木,栗東・須貝,先行,8.1,4,9,,34.9,484(+2),京都,105,中14週,Y,,3,リアルスティール,ハービンジャー,
11,6,ビッグボーンリタ,牝5,小崎,栗東・高橋康,差し,304.1,16,11,4歳以上2勝クラス,36.3,452(-20),中京,43,中5週,Y,,3,ビッグアーサー,アグネスタキオン,
12,6,トーアライデン B,牡5,秋山稔,栗東・河嶋,,5.8,2,8,,37.9,504(+2),小倉,22,中2週,Y,,3,マインドユアビスケッツ,アグネスデジタル,
13,7,アストロフィライト,牝6,泉谷,栗東・中内田,差し,23.7,10,8,3歳以上2勝クラス,34.3,460(0),京都,71,中9週,Y,,3,ディープインパクト,Harlington,
14,7,サクセスドレーク B,牡6,小沢,栗東・野中,差し,7.1,3,3,,36.0,510(+2),小倉,22,中2週,Y,,3,ドゥラメンテ,パイロ,
15,8,ハイディージェン,牡4,菊沢,栗東・森田,逃げ,13.1,5,8,4歳以上2勝クラス,36.0,486(-10),京都,20,中2週,Y,,3,ファインニードル,Sadler's Wells,
16,8,サンライズエース,牡6,松本,栗東・河内,先行,24.8,11,10,,35.5,508(0),阪神,430,中60週,Y,Y,3,ドゥラメンテ,Smart Strike,
