馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,コンアフェット,牝4,斎藤,美浦・斎藤誠,差し,7.3,4,2,,37.5,482(+2),新潟,84,中11週,Y,,3,ルーラーシップ,ホワイトマズル,
2,2,ステアハート,牝4,コレッ,栗東・新谷,先行,4.1,1,3,,37.5,476(0),新潟,84,中11週,Y,,3,Gun Runner,Mr Speaker,
3,2,ヴァンアグレアブル,牝4,丸山,栗東・橋口,差し,16.0,8,4,,37.0,526(+2),阪神,42,中5週,Y,,3,ルヴァンスレーヴ,クロフネ,
4,3,ベルイストワール,牝5,杉原,美浦・松尾,差し,90.1,13,5,4歳以上2勝クラス,38.3,554(+4),東京,57,中7週,Y,,3,ミッキーグローリー,Giant's Causeway,
5,3,カーラデマドレ,牝4,戸崎圭,美浦・矢嶋,,9.0,5,3,4歳以上2勝クラス,35.8,488(+6),東京,64,中8週,Y,,3,ドレフォン,キングカメハメハ,
6,4,パースウェイド,牝4,田辺,美浦・中舘,先行,10.4,6,7,,38.4,482(+10),中山,98,中13週,Y,,3,ナダル,ゴールドアリュール,
7,4,ケイツーリーブル,牝3,菊沢,美浦・千葉,差し,5.3,3,1,3歳以上1勝クラス,36.4,452(+4),阪神,49,中6週,Y,,3,ジャスタウェイ,クロフネ,
8,5,アンドリーナ,牝4,田口,栗東・牧浦,先行,72.3,12,8,4歳以上2勝クラス,40.1,468(+10),阪神,98,中13週,Y,,3,リオンディーズ,シンボリクリスエス,
9,5,レーヴドレフォン,牝5,今村,栗東・橋田,差し,118.3,15,11,4歳以上2勝クラス,35.6,476(-4),東京,64,中8週,Y,,3,ドレフォン,オルフェーヴル,
10,6,ヴァズレーヌ,牝5,小崎,美浦・嘉藤,先行,27.8,9,6,4歳以上2勝クラス,39.2,484(+2),東京,57,中7週,Y,,3,フリオーソ,クロフネ,
11,6,パイシャオピン B,牝4,横山典,美浦・鈴木伸,差し,4.8,2,6,,36.0,472(+2),東京,49,中6週,Y,,3,ホッコータルマエ,フレンチデピュティ,
12,7,ルトゥール,牝5,松若,美浦・平岩,先行,114.4,14,7,4歳以上2勝クラス,35.9,472(-2),東京,64,中8週,Y,,3,モーリス,キングカメハメハ,
13,7,スルーザナイト,牝4,石川,栗東・西園翔,先行,28.7,10,5,,37.4,494(0),阪神,105,中14週,Y,,3,リアルインパクト,クロフネ,
14,8,エターナルプロミス,牝4,大野,栗東・茶木,差し,41.9,11,6,4歳以上2勝クラス,35.2,474(-4),東京,64,中8週,Y,,3,ドレフォン,Lemon Drop Kid,
15,8,モモンウールー,牝5,西塚,栗東・池添,先行,13.4,7,6,4歳以上2勝クラス,35.4,478(0),京都,56,中7週,Y,,3,ドレフォン,ダイワメジャー,
