馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,コンティオ,牝3,横山和,美浦・和田勇,先行,5.3,3,13,3歳以上1勝クラス,48.1,466(+6),札幌,35,中4週,Y,,3,ダノンレジェンド,エンパイアメーカー,,
2,2,ライラックデューン,牝3,和田陽,栗東・緒方,差し,27.4,8,8,3歳未勝利,39.8,462(-2),中京,21,中2週,Y,,3,コパノリッキー,シニスターミニスター,,
3,3,ジーティーレイナ,牝3,桑村真,美浦・天間,差し,242.3,13,6,3歳未勝利,40.2,442(+2),札幌,21,中2週,Y,,3,ドレフォン,ネオユニヴァース,,
4,4,レーヴドレフォン,牝4,古川奈,栗東・矢作,追込,13.0,7,6,3歳以上1勝クラス,37.9,490(+12),函館,50,中6週,Y,,3,ドレフォン,オルフェーヴル,,
5,4,ペタルブランシュ,牝3,,美浦・村田,先行,103.4,10,7,3歳未勝利,36.3,406(+2),札幌,15,中1週,Y,,3,シルバーステート,テレグノシス,,
6,5,メイショウハマギク,牝3,鷲頭,栗東・藤岡,,59.3,9,12,3歳以上1勝クラス,40.8,504(+4),札幌,15,中1週,Y,,3,マインドユアビスケッツ,キングカメハメハ,,
7,5,ガールズデイアウト,牝3,川又,栗東・吉村,先行,11.5,6,5,3歳以上1勝クラス,37.2,480(+4),札幌,22,中2週,Y,,3,ニューイヤーズデイ,Kingmambo,,
8,6,サウンドルーチェ,牝3,小林美,栗東・渡辺,先行,3.9,2,1,3歳未勝利,38.3,460(+8),札幌,15,中1週,Y,,3,ミッキーアイル,Fusaichi Pegasus,,
9,6,メラヴィリオーザ,牝5,舟山,栗東・秋山,先行,128.3,12,12,3歳以上1勝クラス,35.5,478(+8),札幌,21,中2週,Y,,3,ディーマジェスティ,トウカイテイオー,,
10,7,レディオンステージ,牝3,荻野琢,栗東・西園正,,108.8,11,6,3歳以上1勝クラス,36.6,498(0),札幌,7,連闘,Y,,3,エピファネイア,After Market,,B
11,7,タイヨウフレア,牝3,横山武,美浦・杉浦,差し,7.2,5,3,3歳以上1勝クラス,37.4,498(+2),札幌,21,中2週,Y,,3,ドレフォン,ヴィクトワールピサ,,
12,8,カポレイラ,牝3,丹内,美浦・中舘,差し,6.6,4,5,3歳以上1勝クラス,37.7,444(+6),札幌,35,中4週,Y,,3,アドマイヤマーズ,クロフネ,,
13,8,タマモジャスミン,牝3,森田,栗東・大橋,先行,3.6,1,3,3歳以上1勝クラス,38.2,512(+6),札幌,14,中1週,Y,,3,タワーオブロンドン,ゴールドアリュール,,
