馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ウェルカムニュース B,牡4,岩田望,栗東・池江,先行,13.3,6,7,,38.5,484(-12),中京,27,中3週,Y,,3,サトノアラジン,フレンチデピュティ,
2,1,ラヴィータエベラ,牡6,,栗東・田中克,,13.2,5,8,,38.8,508(+2),福島,126,中17週,Y,,3,タートルボウル,マンハッタンカフェ,
3,2,ブリッツファング,牡4,松山,栗東・大久保,先行,10.3,4,3,,36.0,490(+12),小倉,209,中29週,Y,Y,2,ホッコータルマエ,バゴ,
4,2,キングズソード,牡4,川田,栗東・寺島,差し,2.1,1,1,,35.6,502(0),阪神,62,中8週,Y,,3,シニスターミニスター,キングヘイロー,
5,3,ブラッティーキッド B,牡5,水口,栗東・中尾,先行,45.1,11,8,,37.9,518(-2),函館,48,中6週,Y,,3,シニスターミニスター,タヤスツヨシ,
6,3,スレイマン B,牡5,団野,栗東・池添,先行,33.6,9,9,,37.8,550(+4),京都,98,中13週,Y,,3,キングカメハメハ,Bertolini,
7,4,ミステリオーソ B,牡6,Ｍデム,栗東・武幸,差し,85.1,14,10,,38.7,496(+4),福島,126,中17週,Y,,3,パイロ,シンボリクリスエス,
8,4,アラジンバローズ,セ6,西村淳,栗東・中内田,先行,4.7,2,3,,35.4,476(+8),東京,70,中9週,Y,,3,ハーツクライ,Awesome Again,
9,5,ダノンハーロック,牡5,角田河,栗東・音無,先行,72.2,12,8,,39.4,536(-6),中京,27,中3週,Y,,3,ルーラーシップ,クロフネ,
10,5,ベルダーイメル,牡6,藤岡康,栗東・本田,差し,24.4,7,3,,37.0,460(+2),阪神,49,中6週,Y,,3,オルフェーヴル,スニッツェル,
11,6,エマージングロール,牡5,荻野極,栗東・橋口,先行,280.2,15,13,,37.1,502(+4),東京,77,中10週,Y,,3,ネオユニヴァース,ワイルドラッシュ,
12,6,ブラックアーメット,牡5,泉谷,栗東・角田,差し,26.8,8,5,,36.8,510(-2),京都,98,中13週,Y,,3,ブラックタイド,ケイムホーム,
13,7,ダンツキャッスル B,牡7,酒井,栗東・谷,差し,402.4,16,14,,38.8,484(+6),阪神,168,中23週,Y,,3,ルーラーシップ,スペシャルウィーク,
14,7,ビヨンドザファザー B,牡4,坂井,栗東・藤岡,差し,7.7,3,3,,36.1,512(0),阪神,62,中8週,Y,,3,Curlin,Galileo,
15,8,リアンクール B,牝5,和田竜,栗東・安田隆,差し,81.0,13,11,,37.1,494(0),阪神,49,中6週,Y,,3,ヘニーヒューズ,ディープインパクト,
16,8,メイショウテンスイ B,牡6,太宰,栗東・河内,先行,40.2,10,5,,38.6,524(-4),中京,34,中4週,Y,,3,ダンカーク,ゼンノロブロイ,
