券種,組み合わせ,配当,人気
単勝,6,140,1
複勝,6,110,1
複勝,2,160,3
馬連,2-6,360,2
ワイド,2-6,150,2
ワイド,4-6,130,1
ワイド,2-4,190,4
馬単,6-2,480,2
3連複,2-4-6,210,1
3連単,6-2-4,860,2
