着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,6,エティエンヌ,セ5,57.0,津村,1:11.3,,3,6.6,35.9,栗東吉田,516(0)
2,8,15,エコロガイア,牡3,55.0,戸崎圭,1:11.4,3/4,1,3.7,37.0,栗東森秀,476(+19)
3,7,14,スマートアイ,牝4,53.0,丹内,1:11.7,1.3/4,5,9.4,37.8,栗東寺島,514(+8)
4,6,12,クールムーア,牡4,54.0,菊沢,1:11.9,1,15,155.6,37.3,美浦矢野,486(0)
5,5,9,タイセイブリリオ,牡5,57.0,田辺,1:12.0,クビ,6,11.2,37.0,栗東大橋,470(-8)
6,8,16,グリュースゴット,セ6,54.0,松岡,1:12.1,1/2,7,17.5,37.2,美浦松永康,490(+6)
7,4,7,ロレンツォ,牡6,55.0,吉田豊,1:12.1,アタマ,10,34.3,36.1,美浦加藤征,480(0)
8,5,10,ケイアイアニラ,牡4,57.0,横山武,1:12.3,1.1/2,2,4.2,37.6,栗東吉岡,528(+2)
9,7,13,オーロベルディ,牝5,53.0,永野,1:12.4,アタマ,11,40.0,37.7,栗東緒方,492(-8)
10,2,3,オーガスタスカイ,牝5,53.0,北村宏,1:12.5,3/4,16,161.8,36.5,栗東斉藤崇,482(+2)
11,4,8,アジアノジュンシン,牝6,52.0,内田博,1:12.5,ハナ,13,85.8,36.7,美浦奥村武,472(-2)
12,6,11,エレガントムーン,牝4,53.0,佐々木,1:12.6,クビ,9,24.3,36.9,栗東牧浦,430(-8)
13,2,4,ユリーシャ,牝4,54.0,石橋脩,1:12.9,2,12,59.7,38.0,美浦伊坂,458(+4)
14,3,5,トーアアイギス,牝3,53.0,江田照,1:12.9,ハナ,4,6.9,38.5,美浦村田,482(0)
15,1,1,ナスノカンゲツ,牡4,55.0,菅原明,1:13.3,2.1/2,8,19.5,37.0,美浦武井,514(-8)
16,1,2,ビルカール,牡4,55.0,柴田善,1:14.2,5,14,88.8,38.0,美浦水野,466(+8)
