馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,タイセイアレス B,牡4,丹内,栗東・西村,,5.8,3,1,4歳以上1勝クラス,35.3,490(+4),小倉,8,連闘,Y,,3,ベストウォーリア,ゴールドアリュール,
2,2,ジェイエルバルカー B,牡5,,美浦・小西,,18.8,10,1,4歳以上1勝クラス,35.2,506(+2),小倉,14,中1週,Y,,3,マジェスティックウォリアー,サウスヴィグラス,
3,3,クロンヌドラレーヌ,牝6,丸山,美浦・奥平,差し,32.6,12,8,3歳以上2勝クラス,37.2,450(-18),東京,92,中12週,Y,,3,ロードカナロア,スペシャルウィーク,
4,3,サイレンスゴールド B,牡5,秋山稔,栗東・杉山佳,差し,4.5,2,5,,35.8,514(-4),小倉,15,中1週,Y,,3,コパノリッキー,Kingmambo,
5,4,アネモス,牝5,国分恭,栗東・北出,差し,4.2,1,2,,34.7,514(+4),小倉,15,中1週,Y,,3,ビッグアーサー,ダンスインザダーク,
6,4,アスクアイルビゼア,牡4,古川奈,栗東・矢作,差し,10.6,5,4,,35.2,472(-6),小倉,15,中1週,Y,,3,キズナ,アフリート,
7,5,トレブランシュ,牝5,菊沢,美浦・稲垣,逃げ,31.6,11,14,,33.4,430(+4),新潟,127,中17週,Y,,3,オルフェーヴル,Rip Van Winkle,
8,5,テンクウフラワー,牝6,高倉,栗東・渡辺,先行,17.2,7,14,,39.4,432(+4),福島,92,中12週,Y,,3,シニスターミニスター,キングカメハメハ,
9,6,プレヴィスト,牝4,斎藤,栗東・池添,差し,18.3,9,15,3歳以上2勝クラス,39.2,470(+4),京都,70,中9週,Y,,3,デクラレーションオブウォー,Tapit,
10,6,フーコサンライズ,牝4,松本,栗東・新谷,先行,37.4,13,12,,38.0,500(-4),福島,92,中12週,Y,,3,ビッグアーサー,エンパイアメーカー,
11,7,ラブリプリンチャン,牝5,小林美,美浦・鈴木伸,差し,44.0,14,1,3歳以上1勝クラス,32.4,508(+16),新潟,113,中15週,Y,,3,コパノリッキー,スペシャルウィーク,
12,7,ゼンノツキヨミ,牝4,荻野極,栗東・武幸,先行,16.0,6,1,3歳以上1勝クラス,37.1,432(-10),中京,70,中9週,Y,,3,ロードカナロア,Frankel,
13,8,メイショウカゼマチ,牡5,佐々木,栗東・角田,差し,18.3,8,5,,36.7,462(+12),福島,92,中12週,Y,,3,ミッキーアイル,メイショウボーラー,
14,8,パルプフィクション,牝4,藤岡佑,栗東・飯田,,7.0,4,3,,36.0,436(-6),小倉,15,中1週,Y,,3,ミッキーアイル,ステイゴールド,
