着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,ファムエレガンテ,牝3,55.0,岩田望,1:10.4,,4,8.8,36.8,栗東中村,478(-2)
2,7,14,ゲッティヴィラ,牡3,57.0,川田,1:10.8,2.1/2,2,4.0,36.0,栗東小栗,458(+6)
3,8,15,ヒルノドゴール,牡4,58.0,武豊,1:11.0,1.1/4,6,9.8,35.4,栗東北出,528(0)
4,6,11,メイショウヤーキス,牡4,58.0,菱田,1:11.1,3/4,9,31.5,36.4,栗東飯田,458(+6)
5,2,4,ショウナンアビアス,牡5,58.0,松山,1:11.2,3/4,5,9.4,36.6,美浦加藤士,500(-6)
6,5,9,ネグレスコ,牝4,56.0,秋山稔,1:11.3,アタマ,7,18.5,36.9,栗東西園正,488(+2)
7,3,5,タカネノハナコサン,牝5,56.0,高杉,1:11.3,ハナ,3,4.7,37.2,栗東緒方,502(+4)
8,2,3,ドラゴンウェルズ,牡3,57.0,北村友,1:11.3,アタマ,1,3.3,37.1,栗東藤原,480(+6)
9,8,16,ナッカーフェイス,牡6,58.0,岩田康,1:11.3,クビ,8,31.0,35.1,栗東北出,470(+4)
10,5,10,キタノソワレ,牝4,56.0,酒井,1:11.4,1/2,10,42.9,35.8,美浦本間,478(+2)
11,7,13,カネコメシスター,牝6,56.0,和田竜,1:11.5,クビ,15,321.6,36.5,栗東中尾,502(0)
12,6,12,ナスノカンゲツ,牡5,58.0,田口,1:11.7,1.1/2,13,173.8,36.4,美浦武井,524(+2)
13,4,8,ツークフォーゲル,牡5,58.0,古川吉,1:11.7,ハナ,12,107.6,36.0,栗東荒川,568(+16)
14,1,1,フラップシグナス,牡6,58.0,小崎,1:11.8,1/2,14,222.2,36.7,栗東千田,502(+12)
15,4,7,イミュータブル,牡5,58.0,池添,1:12.2,2,11,100.4,37.9,栗東浜田,484(+6)
16,3,6,ホクザンバーリイ,牡4,58.0,永井孝,1:12.4,1.1/2,16,515.0,37.3,地方橋本明,484(-3)
