着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,エンペザー,牡4,57.0,坂井,1:45.4,,1,3.9,34.3,栗東田中克,492(+2)
2,7,11,トウシンモンブラン,牝5,54.0,松山,1:45.4,アタマ,8,14.2,34.4,栗東杉山晴,494(+12)
3,7,12,ホウオウラスカーズ,牝5,53.0,西村淳,1:45.6,1,5,8.4,34.3,美浦高木,450(-2)
4,3,3,シルヴェリオ,牡6,57.0,幸,1:45.8,1.1/4,3,6.2,34.5,栗東池添,514(+2)
5,2,2,ローゼライト,牝5,54.0,武豊,1:45.9,1/2,2,5.5,34.6,栗東清水久,444(+4)
6,6,10,ハーランズハーツ,牡6,55.0,北村友,1:45.9,ハナ,9,18.5,34.1,栗東橋口,440(-4)
7,8,13,アオイシンゴ,セ9,56.0,ルメー,1:45.9,クビ,7,11.1,34.4,美浦古賀,492(-8)
8,5,8,ゴーゴーユタカ,牡4,56.0,岩田康,1:46.0,クビ,6,8.4,34.4,美浦武井,478(+2)
9,1,1,メイケイハリアー,牡7,54.0,古川吉,1:46.1,1/2,11,70.9,35.3,栗東木原,492(+4)
10,4,5,ニホンピロタイズ,牡5,55.0,酒井,1:46.1,ハナ,10,30.0,34.5,栗東大橋,514(-2)
11,4,6,ドンアルゴス,牡8,53.0,川島,1:46.2,1/2,13,136.9,34.2,栗東庄野,530(-8)
12,6,9,ダノンドリーマー,牡5,54.0,岩田望,1:46.3,3/4,12,76.7,34.5,栗東藤原,484(0)
13,8,14,ソウルトレイン,牡6,57.0,横山典,1:46.5,1.1/2,4,7.4,35.6,栗東昆,484(-12)
14,3,4,エターナルヴィテス,牡7,52.0,水口,1:46.7,1,14,192.1,34.7,美浦松山,476(-14)
