券種,組み合わせ,配当,人気
単勝,3,990,6
複勝,3,230,5
複勝,6,170,2
複勝,1,150,1
枠連,3-5,2720,15
馬連,3-6,2960,12
ワイド,3-6,1010,14
ワイド,1-3,640,6
ワイド,1-6,420,1
馬単,3-6,6120,25
3連複,1-3-6,3100,6
3連単,3-6-1,25850,77
