コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"2,16(3,8)(1,6,11)(5,7,12,18)14-(9,17)10(4,13)15"
4コーナー,"2,16(3,8)(1,6,11)(7,12,18)5(17,14)9(13,10)4,15"
