コーナー,通過順
1コーナー,"1,3(8,7)(6,9)5,10-2,4"
2コーナー,"1,3(8,7)(6,5,9)-10-(2,4)"
3コーナー,"1(8,3,7)(6,5,9)10-4-2"
4コーナー,"1(8,3,7)(6,5,9)10,4=2"
