券種,組み合わせ,配当,人気
単勝,3,940,5
複勝,3,360,5
複勝,9,230,2
複勝,2,1090,10
枠連,3-6,2570,10
馬連,3-9,2870,9
ワイド,3-9,910,10
ワイド,2-3,4660,39
ワイド,2-9,2370,25
馬単,3-9,6250,21
3連複,2-3-9,26980,68
3連単,3-9-2,130020,313
