券種,組み合わせ,配当,人気
単勝,17,1220,6
複勝,17,320,6
複勝,14,230,4
複勝,18,200,1
枠連,7-8,760,1
馬連,14-17,3360,13
ワイド,14-17,1200,12
ワイド,17-18,940,9
ワイド,14-18,670,2
馬単,17-14,6910,28
3連複,14-17-18,4060,4
3連単,17-14-18,27730,55
