券種,組み合わせ,配当,人気
単勝,11,550,2
複勝,11,240,2
複勝,10,560,9
複勝,18,550,8
枠連,5-6,2530,10
馬連,10-11,5280,14
ワイド,10-11,1790,15
ワイド,11-18,2220,21
ワイド,10-18,4610,50
馬単,11-10,8170,22
3連複,10-11-18,29560,85
3連単,11-10-18,129850,338
