馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,コウユーネロガ,牝2,森田,栗東・斉藤崇,先行,193.6,12,14,2歳未勝利,38.2,434(-2),阪神,55,中7週,Y,,3,ネロ,キンシャサノキセキ,,
2,2,リリーサンライズ,牝2,古川奈,栗東・矢作,先行,60.7,9,6,2歳未勝利,38.7,460(-2),京都,7,連闘,Y,,2,ニューイヤーズデイ,ダイワメジャー,,
3,3,アロハマウロア,牝2,田山,栗東・藤野,差し,216.6,13,13,2歳未勝利,39.1,450(-6),京都,6,連闘,Y,,3,エスポワールシチー,ロードカナロア,,
4,3,テーオーナタリー,牝2,西村淳,栗東・梅田,先行,2.7,1,3,2歳新馬,38.4,436(0),京都,28,中3週,Y,,1,テーオーヘリオス,カジノドライヴ,,
5,4,クリスプレミアム,牝2,河原田,栗東・渡辺,差し,82.4,10,8,2歳新馬,35.6,452(+16),阪神,70,中9週,Y,,1,ダノンプレミアム,シンボリクリスエス,,
6,4,スノーガーネット,牝2,団野,栗東・中尾,,16.2,5,11,2歳新馬,40.0,474(-4),京都,28,中3週,Y,,1,フィレンツェファイア,アドマイヤムーン,,
7,5,アスターエポワス,牝2,松山,栗東・河嶋,先行,3.3,3,4,2歳新馬,37.2,464(-4),京都,13,中1週,Y,,1,カフジテイク,ハービンジャー,,
8,5,フェンネル,牝2,国分優,栗東・大根田,先行,169.6,11,7,2歳新馬,36.3,408(+2),京都,14,中1週,Y,,1,ディスクリートキャット,タニノギムレット,,
9,6,マリノムーンリーフ,牝2,武豊,栗東・角田,先行,12.5,4,6,2歳新馬,36.0,490(0),福島,14,中1週,Y,,1,タワーオブロンドン,メジロベイリー,,
10,6,モノノケ,牝2,岩田康,栗東・宮地,差し,33.5,7,8,2歳未勝利,36.9,466(0),京都,21,中2週,Y,,2,マテラスカイ,ハーツクライ,,
11,7,ガーネットフレア,牝2,Ｃデム,栗東・杉山佳,先行,3.2,2,3,2歳新馬,38.2,448(-2),京都,49,中6週,Y,,1,ニューイヤーズデイ,ディープインパクト,,
12,7,マユナイト,牝2,,栗東・高橋康,差し,37.9,8,5,2歳未勝利,37.5,396(+6),福島,13,中1週,Y,,3,ミスチヴィアスアレックス,ダイワメジャー,,
13,8,エボニードール,牝2,岩田望,栗東・寺島,先行,24.5,6,7,2歳未勝利,40.2,430(+4),阪神,56,中7週,Y,,3,キタサンブラック,Bluegrass Cat,,
14,8,ライクシュガー,牝2,川端,栗東・坂口,差し,586.8,14,14,2歳未勝利,39.1,444(0),京都,6,連闘,Y,,2,クリソベリル,Invincible Spirit,,
