馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,エイムインライフ B,牝5,高杉,栗東・角田,,20.2,8,7,,34.7,482(-6),小倉,20,中2週,Y,,3,Kitten's Joy,Smart Strike,
2,1,ショウナンマッハ,セ6,和田竜,栗東・茶木,差し,202.3,17,10,,34.5,490(0),小倉,20,中2週,Y,,3,ショウナンカンプ,ダイワメジャー,
3,2,プロスペリダード B,牝5,国分恭,栗東・西園翔,差し,98.1,15,10,,34.2,450(+6),新潟,70,中9週,Y,,3,アメリカンペイトリオット,Raven's Pass,
4,2,ミルテンベルク,牡4,坂井,栗東・武英,差し,4.4,2,2,,34.4,492(-4),小倉,20,中2週,Y,,3,モーリス,ディープインパクト,
5,3,テーオーダヴィンチ,牡7,田口,栗東・岡田,差し,42.2,11,5,,33.8,494(-16),京都,419,中59週,Y,Y,3,ダイワメジャー,Sea of Secrets,
6,3,セシリエプラージュ,牝4,松山,栗東・中村,差し,4.5,3,1,,33.8,430(+4),新潟,56,中7週,Y,,3,ブリックスアンドモルタル,キングカメハメハ,
7,4,アンクルクロス,牡4,川田,栗東・高橋亮,差し,3.7,1,3,,33.8,468(0),京都,76,中10週,Y,,3,タリスマニック,ダンスインザダーク,
8,4,メイショウフンケイ,牡7,角田和,栗東・高橋亮,先行,52.5,13,8,,33.9,536(-4),東京,83,中11週,Y,,3,ダイワメジャー,キングカメハメハ,
9,5,デイトナモード,牡5,酒井,栗東・千田,,32.8,10,8,,34.1,530(-4),京都,48,中6週,Y,,3,アメリカンペイトリオット,スズカマンボ,
10,5,メイショウクリフト,牡6,西塚,栗東・笹田,差し,138.6,16,13,,36.1,442(-16),中京,195,中27週,Y,Y,3,シルバーステート,キングカメハメハ,
11,6,ニシノコウダイ,牡5,団野,栗東・長谷川,差し,46.8,12,11,,34.9,480(-8),阪神,132,中18週,Y,,3,アメリカンペイトリオット,ルーラーシップ,
12,6,アルトシュタット,牡6,岩田康,栗東・安田,差し,53.3,14,11,,34.0,476(-4),新潟,70,中9週,Y,,3,ロードカナロア,シンボリクリスエス,
13,7,パクスロマーナ,牝5,川須,栗東・加藤公,先行,23.2,9,4,,34.9,436(0),小倉,20,中2週,Y,,3,ネロ,アンライバルド,
14,7,トールキン,牡5,,栗東・西園正,差し,16.6,5,5,,34.4,500(0),小倉,20,中2週,Y,,3,ダイワメジャー,キングカメハメハ,
15,8,レッドエヴァンス,セ4,吉村,栗東・東田,先行,7.1,4,3,,34.6,486(-4),小倉,20,中2週,Y,,3,ロードカナロア,ディープインパクト,
16,8,ワンダーキサラ,牝6,太宰,栗東・石橋,先行,17.1,6,1,4歳以上2勝クラス,34.5,468(0),京都,63,中8週,Y,,3,ザファクター,Medaglia d'Oro,
17,8,シュタールヴィント B,牡5,松若,栗東・矢作,差し,19.9,7,6,,35.8,436(-18),阪神,42,中5週,Y,,3,ロードカナロア,ディープインパクト,
