着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,8,レガレイラ,牝3,54.0,戸崎圭,2:31.8,,4,10.9,34.9,美浦木村,468(-4)
2,8,16,シャフリヤール,牡6,58.0,Cデム,2:31.8,ハナ,10,30.1,35.0,栗東藤原,458
3,1,1,ダノンデサイル,牡3,56.0,横山典,2:32.0,1.1/2,2,4.0,35.4,栗東安田,520(-2)
4,3,5,ベラジオオペラ,牡4,58.0,横山和,2:32.1,1/2,3,7.1,35.5,栗東上村,512(-2)
5,6,11,ジャスティンパレス,牡5,58.0,坂井,2:32.3,3/4,5,10.9,35.1,栗東杉山晴,468(0)
6,2,3,アーバンシック,牡3,56.0,ルメー,2:32.3,アタマ,1,2.8,35.1,美浦武井,516(+6)
7,3,6,ローシャムパーク,牡5,58.0,マーカ,2:32.3,ハナ,7,17.2,35.2,美浦田中博,506
8,7,13,スタニングローズ,牝5,56.0,ムーア,2:32.4,1,9,27.1,35.5,栗東高野,496(-2)
9,7,14,ダノンベルーガ,牡5,58.0,松山,2:32.5,クビ,15,122.4,34.9,美浦堀,496(+4)
10,6,12,シュトルーヴェ,セ5,58.0,鮫島駿,2:32.6,1/2,14,108.1,35.5,美浦堀,478(0)
11,5,10,プログノーシス,牡6,58.0,三浦,2:32.6,アタマ,6,16.4,35.3,栗東中内田,474
12,2,4,ブローザホーン,牡5,58.0,菅原明,2:33.1,3.1/2,11,35.1,35.7,栗東吉岡,432(+2)
13,5,9,ディープボンド,牡7,58.0,幸,2:33.3,1,12,49.7,36.7,栗東大久保,502(-14)
14,4,7,スターズオンアース,牝5,56.0,川田,2:33.6,2,8,17.6,36.7,美浦高柳瑞,498(-2)
15,8,15,ハヤヤッコ,牡8,58.0,吉田豊,2:33.7,アタマ,13,57.1,37.1,美浦国枝,492(+12)
取消,1,2,ドウデュース,牡5,58.0,武豊,,,,,,栗東友道,
