着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,フレンチギフト,牝4,56.0,丸山,1:53.3,,4,8.1,36.4,美浦中川,478(-4)
2,1,1,サノノエスポ,牝3,55.0,松田,1:53.6,2,5,11.3,37.1,美浦中野,448(+2)
3,2,3,クインズミモザ,牝5,56.0,国分恭,1:53.7,クビ,12,60.4,36.7,美浦池上,506(-6)
4,3,5,モルチャン,牝3,55.0,吉田隼,1:53.7,クビ,1,2.9,36.9,美浦武井,500(-2)
5,4,7,メイショウポペット,牝3,55.0,角田和,1:53.8,1/2,2,4.6,37.4,栗東角田,492(+2)
6,1,2,カプラローラ,牝4,56.0,黛,1:53.9,1/2,7,16.7,37.2,美浦菊沢,476(-10)
7,6,12,メイショウオーロラ,牝3,55.0,角田河,1:54.1,1,3,5.4,38.2,栗東本田,488(-12)
8,7,13,マテンロウルビー,牝5,56.0,小沢,1:54.2,3/4,16,153.0,37.6,栗東野中,464(+6)
9,3,6,サウザンドスマイル,牝6,56.0,太宰,1:54.3,1/2,11,49.3,37.1,栗東河内,494(+6)
10,7,14,テレパシー,牝3,55.0,富田,1:54.3,アタマ,6,13.8,38.0,栗東石坂,510(-6)
11,8,15,グレノークス,牝3,55.0,Hドイ,1:54.5,1.1/4,8,18.6,38.3,美浦宮田,476(-4)
12,2,4,ワイルドベティ,牝4,56.0,今村,1:55.2,4,10,46.8,38.6,栗東今野,416(-6)
13,5,10,ピエナパイロ,牝3,55.0,高倉,1:55.4,1,9,32.5,39.6,栗東渡辺,486(-2)
14,4,8,ヴォードヴィル,牝3,55.0,松本,1:55.6,1,13,104.9,39.5,栗東中竹,450(-2)
15,6,11,グラヴィル,牝5,56.0,荻野極,1:56.0,2.1/2,15,137.2,39.9,美浦国枝,502(+8)
16,8,16,ネフェルタリ,牝5,56.0,斎藤,1:56.0,アタマ,14,115.2,40.3,栗東高柳大,498(+2)
