券種,組み合わせ,配当,人気
単勝,5,2880,9
複勝,5,470,9
複勝,9,170,2
複勝,3,160,1
枠連,5-7,1200,4
馬連,5-9,6040,21
ワイド,5-9,1630,22
ワイド,3-5,1830,25
ワイド,3-9,400,1
馬単,5-9,15440,55
3連複,3-5-9,6460,21
3連単,5-9-3,67920,254
