券種,組み合わせ,配当,人気
単勝,1,580,3
複勝,1,160,4
複勝,7,130,1
複勝,9,180,5
枠連,1-7,740,2
馬連,1-7,810,3
ワイド,1-7,360,3
ワイド,1-9,610,10
ワイド,7-9,350,4
馬単,1-7,1910,7
3連複,1-7-9,1490,5
3連単,1-7-9,8770,25
